candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17
66,5487,108,4,walking,0.1774,-0.0127,0.557,-0.0643,0.374,0.0621,-0.0256,-0.2024,0.3326,-0.1224,0.3161,-0.2172,-0.1761,1.0217,0.4138,0.6676,0.0687,-0.3282
133,5554,108,4,walking,0.016,0.1228,-0.5863,0.1883,-1.2703,-0.0271,-1.1207,-0.6837,-0.2666,-0.1123,1.2445,0.1208,-0.683,-0.2368,-0.301,-0.0058,-0.6103,0.3742
50,5471,108,4,walking,1.3121,0.0513,-1.587,-0.058,0.0635,0.3694,-0.0123,0.4228,-0.0422,0.2341,0.1102,-0.0389,-1.6842,0.1721,0.3543,-0.0411,-0.0773,-0.0345
54,5475,108,4,walking,0.5351,0.302,-0.0569,1.4087,-0.7533,-1.2147,0.1117,-0.1147,0.6332,-1.0432,-0.0437,1.0161,0.059,-0.7777,-0.0643,0.516,-0.342,0.6254
55,5476,108,4,walking,-0.0467,0.3084,-0.3027,0.2452,0.5507,1.7288,0.2445,0.0128,0.2012,-0.4256,0.4783,-0.0752,0.1346,-0.3438,1.5265,-0.1166,0.0305,0.0862
132,5553,108,4,walking,0.1632,-0.0527,0.0143,0.1635,-0.1524,-0.6553,-0.0522,-0.1802,-0.042,0.0372,-0.1504,-0.6523,-0.081,-0.665,0.0832,-0.4555,-0.4864,-0.0312
162,5583,108,4,walking,1.0414,0.2452,-0.1433,0.0687,-0.0141,-0.1782,0.5388,0.5267,-1.0735,0.2528,0.3059,-0.3514,0.0505,-1.0283,0.5826,0.0103,0.1052,-0.1203
96,5517,108,4,walking,0.561,-0.3842,-0.2764,0.2327,-1.6825,0.3462,-0.7407,-0.352,0.7236,-0.3817,1.0508,-0.185,-0.7664,0.0009,0.0046,-0.1948,0.4756,-0.0413
141,5562,108,4,walking,-0.0631,0.0743,-0.2453,-0.5575,0.4343,-0.1164,-0.5262,-0.0417,-0.5603,-0.0434,-0.0982,0.0789,0.0478,1.7085,0.0394,-0.2828,-0.2555,0.524
52,5473,108,4,walking,-1.2828,0.1793,0.0448,-0.1005,-0.0633,0.4065,-0.8696,-0.0678,0.0987,-0.8731,-0.285,-0.1058,0.1852,0.1106,-0.5458,0.466,-0.5631,-0.0256
63,5484,108,4,walking,-0.1524,-0.4153,-0.2165,0.1564,0.3452,-0.2586,0.0724,0.1518,-0.244,-0.1835,0.7537,-0.2884,-0.275,0.0694,0.3864,-0.604,0.437,0.0249
135,5556,108,4,walking,-0.5102,-0.3814,-0.4769,-0.5162,0.2358,-0.3687,-0.2235,0.0294,-0.071,0.1875,-0.0565,1.1166,-0.2588,-0.4688,-0.1665,0.1068,-0.4265,-0.1266
103,5524,108,4,walking,-0.1504,0.2624,-0.2338,-0.3853,0.2308,-0.5877,0.1474,0.1574,-0.2478,-0.288,-0.5256,-1.3108,0.0322,0.5806,-0.1795,0.0204,-1.7882,0.3513
6,5427,108,4,walking,-0.1745,1.1051,-0.7825,0.1521,-1.6067,-0.1178,0.0354,-1.3863,0.4021,-0.1784,-0.0873,0.3524,-0.5025,-0.217,1.7204,0.4598,-0.0533,0.4222
131,5552,108,4,walking,-0.3125,-0.1896,-0.0568,0.0663,1.4133,0.0826,0.3462,1.2208,-0.2132,0.4638,0.4443,0.2025,0.3683,0.1403,-0.2693,-0.0072,-0.2106,-0.7169
75,5496,108,4,walking,-0.1363,0.0024,-1.2186,-0.2832,0.6764,-0.0264,0.6481,0.0854,-0.2838,0.2429,-0.3232,-0.2045,-0.7637,-0.066,0.0038,-0.0414,0.334,-0.0188
80,5501,108,4,walking,-0.032,-0.0254,-0.1823,0.1745,-0.5526,1.0671,0.385,-0.6159,0.2556,0.5377,-0.0198,0.1885,-0.1877,-0.3615,0.1848,-0.154,0.3182,0.0187
51,5472,108,4,walking,0.0437,-0.0348,-0.2077,-1.4216,-0.1675,0.777,-0.3273,0.114,0.5754,0.126,-0.4474,0.6662,-0.3743,0.3518,0.0654,-0.0606,0.09,-1.3382
69,5490,108,4,walking,0.1231,-0.2027,-0.118,0.4082,-0.1418,0.2318,-0.3268,0.1704,-0.6423,1.6704,0.1622,0.5102,-0.2423,0.5843,0.5435,-0.1505,-0.5052,-0.3022
41,5462,108,4,walking,0.3207,-1.5092,-1.7768,0.1064,-0.0834,-0.04,0.7369,-0.2246,-0.203,-0.1173,0.0562,0.0606,0.3244,0.0775,1.1057,0.0076,-0.5258,-0.6055
134,5555,108,4,walking,-0.3435,-0.6696,0.0862,0.2745,-0.0352,-0.3871,-0.2083,0.2657,-0.0226,1.3416,-0.3025,-0.1105,-0.5842,-1.1126,-0.5366,-0.4851,0.5845,0.4505
97,5518,108,4,walking,0.0552,0.363,0.2267,0.0755,-0.0772,-0.1354,0.7675,-0.0035,0.0872,0.3844,0.0807,-0.6576,-0.2834,-0.0703,0.8447,0.508,-0.3001,0.0577
87,5508,108,4,walking,-0.337,0.4388,0.0308,-0.2005,0.8282,1.2657,-1.772,0.1593,0.2234,-0.2443,1.1547,-0.7413,0.2504,0.2101,0.2504,0.4208,0.142,-0.1035
70,5491,108,4,walking,0.5622,0.1484,0.2171,-0.3264,-0.6702,-0.0763,0.6032,-1.2016,-0.0434,-0.0759,-0.352,1.0404,0.026,0.1037,1.136,-0.0814,0.3782,-0.2278
136,5557,108,4,walking,-0.3575,0.0216,-0.382,0.0459,0.1743,1.5663,-0.1021,-0.1467,0.2505,-0.3643,-0.5188,0.0806,-0.2636,0.3631,0.2664,-0.6823,-0.2892,0.0886
112,5533,108,4,walking,0.0422,0.2566,0.7503,-0.0579,0.551,0.717,0.0843,-1.3853,-0.3745,-0.0373,-0.1386,0.2944,1.7545,-0.0621,-0.0063,-0.7148,-1.378,-0.1444
85,5506,108,4,walking,0.1743,0.0136,-0.0037,-0.1505,0.3514,0.0033,0.077,0.0835,-0.5754,-0.4337,0.4829,-0.0335,0.1773,-0.1555,-0.1065,-0.4166,0.4041,0.0094
105,5526,108,4,walking,0.4237,-0.1836,0.6818,-0.0276,0.1652,0.5065,0.6328,0.0269,0.1067,0.7425,0.7885,-0.5025,-0.0681,-0.1492,-0.2888,-0.5406,-0.6823,0.6485
81,5502,108,4,walking,-0.1375,-0.1816,-0.1575,0.2178,-0.0542,0.0017,0.1668,0.1668,0.6277,0.2453,-0.1004,0.652,0.4333,0.7504,0.0303,0.3609,-0.1317,0.1106
172,5593,108,4,walking,0.102,0.1624,-0.1873,-0.1517,-0.3047,0.4345,0.3784,0.4767,-0.0857,0.1422,-0.584,-0.6106,-0.2815,1.1427,0.7745,0.5131,0.406,-0.0677
169,5590,108,4,walking,-0.0732,0.2715,-0.0007,0.0402,0.0751,-0.0036,-0.0736,0.082,-0.2377,-0.5302,-0.2417,-0.0086,0.457,-1.0146,0.0207,1.072,-0.0734,-0.0641
36,5457,108,4,walking,-0.3452,0.3874,-0.0593,0.2042,0.1391,0.0284,-1.0644,-0.0714,-0.1628,-0.5219,0.6768,-0.0388,0.1606,0.3668,-0.2505,1.1055,-0.0145,0.5847
59,5480,108,4,walking,-0.0202,-0.0133,0.0757,0.2752,-0.2873,-0.0434,-0.1492,-0.2246,-0.1485,0.2237,-0.1626,-0.2884,0.3201,-0.0461,-0.3426,0.5721,1.1765,0.0768
104,5525,108,4,walking,-0.3119,-0.1751,-0.0248,0.65,1.4731,-0.3404,0.0204,-0.044,0.3307,-0.6874,0.7597,0.2468,-1.3434,0.114,-0.6131,-1.03,-0.0832,-0.7003
22,5443,108,4,walking,-0.0466,-0.0005,-0.0247,-0.0536,0.0453,0.0381,0.1225,-0.1248,-0.3204,-0.5062,0.0682,0.1201,0.5613,0.4862,-0.0535,0.2382,0.1288,0.113
76,5497,108,4,walking,-0.0756,-0.0146,0.0505,-0.1471,-0.0177,-0.172,-0.3226,-0.0427,0.0737,0.0043,-0.4636,1.1383,-0.2203,-0.4583,-0.1636,0.6321,-0.6448,1.1025
186,5607,108,4,walking,-0.3612,-0.3,-0.1282,0.2784,-0.0766,0.4214,0.4156,-0.4192,0.1692,-0.6735,-0.1261,0.3002,-1.1043,-0.2502,-0.303,0.3724,-0.3556,0.2362
42,5463,108,4,walking,0.1571,-0.1578,0.0683,1.103,-0.1469,-0.412,-0.0342,-0.0484,0.3674,-0.1108,1.1446,0.276,-0.2023,0.0031,-0.0258,-0.2307,0.0745,-0.3505
144,5565,108,4,walking,-0.0172,-0.1158,-0.1062,-0.1334,0.1646,0.2388,0.0219,-0.2615,-0.0846,0.4012,-0.0345,0.5823,-0.687,-0.1248,-0.1238,0.0541,0.6378,0.0446
106,5527,108,4,walking,0.4366,-0.0191,0.2079,0.362,1.5305,0.0513,-0.4057,-0.2757,0.3638,0.6774,0.3423,0.33,0.2148,-0.0657,0.4032,0.4354,-0.2575,0.2678
155,5576,108,4,walking,0.0027,0.1777,-0.0748,-0.1212,-0.3256,0.1516,1.4434,0.0102,-0.0146,0.3336,0.4024,-0.2015,-0.2474,0.2166,-0.0428,-0.0171,-0.0283,0.0583
88,5509,108,4,walking,-0.1183,-0.0527,-0.0195,-0.0621,0.6453,-0.1896,-0.5311,0.7447,-0.1575,0.0838,-0.5143,0.8228,0.2534,0.414,-0.1627,-0.105,-0.733,0.3078
179,5600,108,4,walking,-0.0511,-0.2605,0.0498,-0.0546,0.1616,0.0463,0.2863,0.2417,-0.0889,0.2786,0.05,0.2444,-0.4224,-1.6385,0.0365,0.4075,-0.1615,-0.2833
18,5439,108,4,walking,-0.165,-0.0418,-0.0857,-0.0052,0.2844,-0.0752,0.0583,0.2731,-0.5434,-0.0397,0.0235,0.4783,0.3229,0.252,0.0823,-0.3519,-0.3507,0.0087
