candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35
78,5138,108,2,sitting,,,,,,,,,,,,,,,,,0.0074,0.0178,-0.0189,-0.0239,0.0242,0.0598,-0.0865,0.0404,-0.0169,0.0199,0.0202,0.0142,-0.1508,-0.0088,0.014,0.0232,0.0241,0.0247,-0.1193,0.0244
79,5139,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5140,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,5141,108,2,sitting,0.0117,-1.3164,0.002,-0.0009,0.0002,0.009,-0.0041,-0.0011,0.5464,-0.0019,-0.001,-0.0012,-0.0036,1.4749,-0.0052,0.0207,0.0083,0.0063,-0.0237,0.0146,-0.0187,-0.0223,-0.0728,-0.0697,-0.0148,0.0155,0.0255,0.046,-0.2144,-0.0285,0.0534,0.0072,0.0157,0.028,-0.034,-0.0223
82,5142,108,2,sitting,,,,,,,,,,,,,,,,,,,,-0.0237,0.0205,-0.0042,-0.0395,0.0332,0.0237,0.0234,,,,,,,,,,
83,5143,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,0.0781,-0.101,0.0194,0.0146,,,,,,,,,,
84,5144,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0226,0.037,-0.2309,-0.0207,0.0221,-0.0186,0.0232,0.0253,-0.1127,-0.0247
85,5145,108,2,sitting,,,,,,,,,,,,,,,,,,,0.0139,-0.0097,0.024,-0.0231,0.0169,0.0443,0.0241,0.0165,0.0252,0.0294,,,,,,,,
86,5146,108,2,sitting,,,,,,,,,,,,,,,,,,,-0.0221,-0.0186,0.0151,-0.0056,-0.0696,0.0779,-0.0144,0.0152,0.0247,0.0292,-0.2205,0.0333,-0.0253,0.0232,0.0192,-0.0239,-0.0383,-0.0223
87,5147,108,2,sitting,,-0.0074,-0.0052,-0.0228,-0.0539,-0.0092,0.0156,-0.0038,-0.5871,0.0047,0.0197,0.0172,0.0201,-0.2789,-0.0162,0.0244,,,,,,,,,,,,,,,,,,,,
88,5148,108,2,sitting,,0.0292,0.0205,-0.0205,0.0167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,5149,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,5150,108,2,sitting,,0.0182,-0.0253,-0.0084,0.017,-0.0145,-0.016,-0.0091,0.5288,-0.0038,-0.0036,-0.0142,-0.0232,0.0954,0.0052,0.0059,,,-0.0185,0.0169,-0.0056,-0.0089,0.0055,0.0238,0.0201,0.0143,0.0223,-0.0165,-0.1768,-0.0254,0.0222,-0.0149,0.0231,0.0253,-0.1793,-0.0266
91,5151,108,2,sitting,,,,,,,0.006,-0.0089,0.4955,-0.0042,0.0143,-0.0187,0.0183,0.1781,-0.0158,0.0465,-0.0082,-0.005,-0.0208,-0.0464,0.0052,0.0205,0.0505,-0.1303,0.0221,-0.0175,-0.0184,0.0085,-0.1691,-0.0499,,,,,,
92,5152,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,-0.0087,-0.0072,0.0194,,,,,,,,,,
93,5153,108,2,sitting,,,,,,0.0238,-0.0082,0.0186,0.5479,0.0038,-0.0169,-0.0042,,,,,,,,,,,,,,,,,,,,,,,,
94,5154,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,5155,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,5156,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,5157,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,5158,108,2,sitting,,,,,,,0.007,0.0154,0.5408,-0.0193,-0.0095,-0.0207,,,,,,,,,,,,,,,,,,,,,,,,
99,5159,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,5160,108,2,sitting,,,,,,,0.0142,0.0053,0.5581,0.0092,0.0206,0.0164,,,,,,,,,,,,,,,,,,,,,,,,
101,5161,108,2,sitting,,,,,,,,,0.5767,-0.0051,-0.0044,0.0048,0.0182,0.4073,-0.0168,0.0223,0.0145,0.0206,-0.0178,-0.0207,0.0186,0.0049,0.0505,-0.0047,-0.0156,0.0227,0.0231,0.0542,-0.1109,-0.0205,-0.0475,0.0084,0.0079,-0.0059,-0.1337,-0.0065
102,5162,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5163,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5164,108,2,sitting,,0.0205,-0.0206,0.0253,0.0404,-0.0079,-0.014,-0.0009,0.4276,0.0053,0.0082,-0.0163,,,,,,,,,,,,,,,,,,,,,,,,
105,5165,108,2,sitting,,0.0285,0.0082,0.037,-0.0238,0.0091,-0.0153,0.0144,-0.5276,0.0042,0.0164,-0.0093,,,,,,,,,,,,,,,,,,,,,,,,
106,5166,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5167,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5168,108,2,sitting,,-0.014,0.0205,-0.0189,-0.0202,0.0221,-0.0182,0.0054,0.5538,0.0047,-0.0041,-0.0044,0.0142,1.3785,0.0168,-0.0581,0.0202,-0.0049,0.018,-0.0065,-0.0092,-0.0095,0.0253,-0.0237,0.0156,0.0244,-0.0238,0.0439,-0.2165,-0.0223,0.0206,-0.0069,-0.0164,0.0237,-0.1015,0.0152
109,5169,108,2,sitting,,,0.0238,0.0552,-0.0438,-0.0323,-0.0064,0.0088,0.5748,-0.0084,0.0159,0.0149,,,,,,,,,,,,,,,,,,,,,,,,
110,5170,108,2,sitting,,,,,,,,,,,,,,,,,-0.0096,0.0165,-0.0037,-0.038,0.0067,0.0185,0.0562,0.0292,0.0058,0.024,0.0188,-0.0182,-0.1198,-0.0231,0.0078,-0.0183,-0.0222,-0.0202,-0.1003,-0.0221
111,5171,108,2,sitting,,,,,-0.0088,,-0.0169,0.0042,-0.0582,0.0051,0.0073,-0.0059,-0.0155,-0.1639,0.0201,0.0292,-0.0149,-0.0207,-0.0194,0.0147,-0.0053,-0.0063,-0.0166,0.0344,-0.0186,0.0228,0.0177,0.0195,-0.2038,-0.0137,0.0237,0.0089,0.0227,0.0238,-0.0205,0.0161
112,5172,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5173,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5174,108,2,sitting,,,,,,,,,0.004,-0.0065,-0.0084,-0.0095,-0.0157,0.0202,-0.0079,-0.0223,0.0041,0.0064,-0.0178,-0.0142,-0.0037,0.0058,0.0181,0.024,0.0159,0.0206,0.0207,0.0247,-0.1124,-0.0166,-0.0202,0.0056,0.0147,-0.0222,-0.1503,0.0199
115,5175,108,2,sitting,,,,,,,,,,,,,,,,,,,-0.0169,0.0167,-0.0222,0.0193,-0.0062,0.0343,-0.0253,0.0255,0.0399,0.0301,-0.1658,-0.0284,,,,,,
116,5176,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5177,108,2,sitting,,,,,,,,,,,,,,,,,,,,0.0375,0.1011,-0.0573,-0.0266,-0.0404,-0.0968,0.0208,0.0986,0.0374,-0.1294,0.0395,-0.0774,0.0164,0.0585,-0.0598,-0.1141,-0.0163
118,5178,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0228,0.0238,-0.1773,-0.0065,,,,,,
119,5179,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5180,108,2,sitting,,,,,,,-0.0038,-0.0067,0.4458,-0.0142,-0.0065,-0.0095,-0.009,-0.5968,-0.0222,-0.0238,-0.0072,,,,,,,,,,,,,,,,,,,
121,5181,108,2,sitting,,,,,,,,,0.0136,0.0044,0.0145,-0.0079,,,,,,,,,,,,,,,,,,,,,,,,
122,5182,108,2,sitting,,,,,,,,,0.4956,-0.0052,0.0059,-0.0206,,,,,,,,,,,,,,,,,,,,,,,,
123,5183,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,5184,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,5185,108,2,sitting,,0.0785,0.0167,0.0293,-0.0189,-0.0147,0.0088,-0.0037,-0.5953,-0.0052,-0.0169,-0.0091,,,,,,,,,,,,,,,,,,,,,,,,
126,5186,108,2,sitting,,,,,,,0.0097,-0.0139,0.5223,0.0037,0.0084,0.0052,,,,,,,,,,,,,,,,,,,,,,,,
127,5187,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,5188,108,2,sitting,,,,,,,,,,,,,,,,,,,0.0083,-0.0155,-0.004,-0.015,-0.0239,-0.0799,-0.0144,-0.0178,,,,,,,,,,
129,5189,108,2,sitting,,0.5898,0.0208,0.0192,-0.0506,0.0873,-0.0191,0.0174,0.4862,-0.0047,0.0037,-0.0169,0.0197,-0.5478,-0.0467,-0.1479,-0.0099,0.0095,0.0183,-0.0196,-0.0182,0.0238,0.0247,-0.0593,-0.0301,0.0176,0.0254,0.0223,-0.2504,-0.033,0.0888,0.0285,0.0239,0.0575,-0.1465,-0.0294
130,5190,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0167,0.0191,-0.2256,-0.0237,-0.0168,,,,,
131,5191,108,2,sitting,,0.077,0.0095,0.0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,5192,108,2,sitting,,-0.0178,-0.0,0.0255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,5193,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,5194,108,2,sitting,,,,,,,,,,,,,,,,,-0.0153,-0.0184,-0.0079,0.0142,0.0092,0.0159,-0.0507,-0.0947,-0.0095,-0.0169,0.0157,0.0139,-0.2165,-0.0254,-0.0167,0.0256,0.0093,-0.0597,-0.1106,-0.0239
135,5195,108,2,sitting,,0.0179,-0.0237,0.0077,0.0059,0.0207,-0.0191,0.0087,0.5223,0.0188,-0.0238,0.0197,-0.0147,-0.0379,-0.0057,0.0266,,,,,,,,,,,,,,,,,,,,
136,5196,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,5197,108,2,sitting,,0.005,0.0062,0.0223,-0.0239,-0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,5198,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,5199,108,2,sitting,,,,,,,,,,,,,,,,,-0.0185,-0.0188,0.0461,,,,,,,,,,,,,,,,,
140,5200,108,2,sitting,,,,,,-0.0186,-0.0042,0.0091,0.5344,0.0008,0.0036,0.0041,0.0312,0.1121,-0.0221,-0.0074,-0.0202,0.046,-0.0202,0.0204,-0.0232,0.0247,0.0158,-0.0076,-0.0177,-0.0051,0.0063,0.0266,-0.2173,-0.0087,0.0333,-0.0207,-0.0194,0.0197,-0.0868,-0.0253
141,5201,108,2,sitting,,,,,,,-0.0053,0.0136,0.4885,0.014,-0.0168,0.0175,0.0285,-0.3876,-0.0584,-0.0588,,,,,,,,,,,,,,,,,,,,
142,5202,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,5203,108,2,sitting,,0.0245,0.0153,-0.0465,-0.0178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,5204,108,2,sitting,,,,,,0.0173,0.0038,-0.001,-0.4959,-0.0041,0.0151,-0.0158,,,,,,,,,,,,,,,,,,,,,,,,
145,5205,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,5206,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,5207,108,2,sitting,,0.0505,0.0201,0.0159,-0.0178,0.0092,0.0094,0.0204,0.5085,0.0083,-0.014,-0.0048,-0.0036,-0.1122,-0.0169,0.0158,,,,,,,,,,,,,,,,,,,,
148,5208,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,5209,108,2,sitting,,-0.017,0.0068,0.0097,0.0066,-0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,5210,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,5211,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,5212,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0257,-0.0052,,,,,,,,
153,5213,108,2,sitting,,,,,,,,,,,,,,,,,-0.015,0.0095,-0.0088,0.0178,0.0208,-0.0206,0.0052,-0.0333,-0.0082,0.0153,0.0189,0.0156,-0.0231,-0.0154,-0.0231,0.0163,0.0169,-0.0222,-0.0868,-0.025
154,5214,108,2,sitting,,,,,,,,,,,,,,,,,,,-0.0206,-0.014,0.0227,-0.0179,-0.0237,0.0468,0.0094,0.024,0.0255,0.0577,-0.1506,-0.0208,-0.0208,-0.0136,-0.0142,-0.0092,-0.1124,-0.0167
155,5215,108,2,sitting,,,,,,,,,,,,,,,,,,,-0.0223,0.0177,-0.0146,0.0226,0.0237,-0.0186,-0.0178,0.0221,0.0138,0.0183,-0.2258,-0.008,0.0239,-0.0154,0.0137,0.0079,-0.1193,-0.0156
156,5216,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,5217,108,2,sitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
