candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17
206,5818,108,5,running,-0.232,1.7524,0.4327,-0.383,-0.116,0.8887,0.1548,0.3696,-0.2806,-1.3003,1.2435,0.4024,0.7218,-1.2634,0.0736,-0.2139,-0.4266,-0.204
292,5904,108,5,running,-0.5261,1.0374,-0.5158,0.7124,-0.5716,0.0328,0.8445,-0.874,0.8208,-2.4883,0.3233,1.4212,-0.4105,1.145,-0.1524,-0.1508,-0.0484,0.5226
234,5846,108,5,running,-1.0571,1.0414,0.1148,-0.1161,-1.3351,-1.2693,-1.1123,0.8081,0.1265,-0.0191,-0.8278,0.7709,0.1161,-0.8765,-0.7867,0.0653,-0.0982,-1.0735
195,5807,108,5,running,-0.2866,-0.5823,0.5527,-0.7524,0.6003,0.7317,-1.6217,0.3354,-0.1892,0.5333,-0.4283,-0.056,1.8825,0.0748,0.2884,-1.0124,-0.1702,-0.5666
249,5861,108,5,running,-0.1181,0.0203,-1.1326,-0.2115,-1.0594,0.158,0.2222,0.0106,-1.6841,-0.3017,-0.0087,0.1677,-0.5737,-0.7367,-0.2459,1.8016,0.3383,-0.0504
210,5822,108,5,running,-0.3582,-0.7582,0.3355,1.2224,-1.5642,-1.0115,-0.1123,0.0461,1.5822,-0.2432,-1.4872,-0.3125,0.1657,-0.2431,-1.4665,0.0931,-0.0723,-1.3674
298,5910,108,5,running,0.1541,-0.1201,-0.0044,0.0083,-0.1006,0.0676,-1.0462,-0.0838,0.2322,-0.2744,0.1752,0.3283,1.0558,-0.178,-0.6586,-0.1841,-0.0344,0.0377
237,5849,108,5,running,-1.5063,-0.3873,-0.4558,-0.0703,-0.725,0.537,-0.6368,0.7387,1.2515,0.1131,-0.0503,0.8204,-0.7827,1.0121,-0.4375,0.0295,-0.1045,-0.0622
256,5868,108,5,running,0.3175,0.8498,-0.2872,-0.6369,-0.3128,1.0621,-0.0692,-0.3872,-0.0868,-0.0463,-0.2826,-1.2261,0.2885,-1.1438,0.4112,0.0072,-0.3685,0.7229
225,5837,108,5,running,-0.5468,-0.8246,0.3363,1.3572,0.3312,0.6118,0.6657,0.5336,0.8832,-0.354,-0.0657,-0.1739,1.428,-0.0367,-0.7687,-0.4286,0.0596,-0.0389
258,5870,108,5,running,-0.7123,-1.2431,-1.4202,0.1784,-0.4748,0.2877,-0.5555,-0.0525,-0.3837,-0.2558,-0.3564,-0.4168,0.6428,1.4017,-0.1653,-0.0161,-1.0335,-0.0201
260,5872,108,5,running,0.7842,0.3326,-1.1352,0.2348,-0.2776,0.3426,-0.2453,0.3512,-1.1028,-0.8847,-0.076,-1.0386,0.039,0.0954,-0.1886,1.5202,-0.4253,-0.1387
219,5831,108,5,running,-0.2257,0.0206,0.1773,0.5567,1.3259,0.3128,-0.2305,-0.1266,-1.2334,-0.6247,0.4345,0.2686,0.6303,-0.0442,-0.777,0.2631,-0.1637,-0.0624
299,5911,108,5,running,-0.0314,-0.0753,-0.1301,0.0422,0.227,-0.0486,0.1057,-0.2637,0.123,0.2808,-0.0226,-0.1445,-0.076,0.5536,0.2644,-0.1287,-0.1696,0.0237
232,5844,108,5,running,-1.1403,-0.4624,0.1574,-0.1798,0.7776,-0.1292,-0.2857,0.475,0.6637,0.3657,0.8202,-0.0804,-0.176,0.8324,-1.182,0.5066,0.2217,0.0308
203,5815,108,5,running,-0.7263,-1.1643,-0.0978,-0.2287,0.5442,1.0111,0.6318,-0.2734,0.3724,0.6609,1.3316,-0.6075,1.4517,-0.3082,-0.2362,-0.3222,-0.3422,0.7431
227,5839,108,5,running,0.3871,-0.0648,-1.6751,0.0589,-0.1236,-1.3366,1.2557,-0.8391,0.1164,-0.184,1.8048,1.115,-1.0552,-0.1023,0.8213,-0.4315,-0.0134,-0.1272
191,5803,108,5,running,-0.0522,0.0553,-0.0553,-0.0307,-0.0614,0.0555,-0.0662,0.0208,0.0086,-0.0056,0.0345,0.1003,0.016,-0.0684,0.0334,-0.0273,-0.0484,-0.0718
240,5852,108,5,running,-0.1574,-0.1866,0.7528,-0.1081,0.6833,-0.6932,-0.0306,-1.6593,-0.2286,-0.3123,0.114,-0.3301,-1.0388,-0.0311,-0.4281,1.2634,-0.1487,-0.7679
204,5816,108,5,running,-0.1816,-0.0146,0.0408,-0.1844,0.2883,1.0811,-0.059,1.0035,0.0006,-1.5544,-0.4743,0.8218,0.4084,0.4562,0.5862,0.3473,-0.3202,-0.0541
261,5873,108,5,running,-0.4253,0.7807,-0.2216,-0.7357,0.4458,0.3116,0.2458,-0.6489,-0.8005,-1.0448,0.2745,-0.0286,0.878,-0.1204,-0.6184,-1.3411,0.0477,-0.1438
278,5890,108,5,running,-0.775,0.3317,-0.4254,-0.5788,-0.634,0.3404,-0.5284,0.6503,-0.2903,0.1538,-1.2784,-0.0186,0.6758,0.3569,-0.4338,0.2717,1.1644,-0.0025
220,5832,108,5,running,0.2105,-0.0277,-0.1582,0.6612,-0.1434,-0.4684,-0.0259,0.1106,-0.4181,-0.2685,0.6633,-0.1201,0.7565,-0.0838,-0.0498,0.3313,1.3526,-0.0506
45,5466,108,4,walking,-0.4238,-1.5778,-0.0062,0.2765,-0.0326,-0.4088,0.1708,-0.5126,0.1207,-0.1843,0.0506,-0.3831,0.5572,-0.283,-0.3152,1.4347,1.1464,0.1483
137,5558,108,4,walking,-0.048,0.0071,0.5636,1.1761,-0.0546,-0.0835,-0.0201,-0.475,-0.5126,-0.015,0.0736,-0.7662,-0.0433,1.0711,0.184,-0.7607,0.266,0.1695
182,5603,108,4,walking,-0.3209,-0.5371,-1.5513,-0.068,0.0457,-0.0213,0.0588,0.1462,-0.2606,-0.1058,0.1264,0.6588,0.6746,-0.2015,-0.1526,1.5307,0.2078,-0.468
94,5515,108,4,walking,0.7034,-0.2202,0.3833,0.5446,0.3213,-1.3123,0.005,-0.8213,0.3336,-0.7224,-0.0626,0.3164,0.4827,0.0805,0.2468,-1.3575,1.0622,-0.0676
19,5440,108,4,walking,-0.3172,-0.6132,-0.547,0.703,-0.1024,-0.2983,-0.2114,-0.7305,-0.1752,-1.0166,-0.3578,0.1732,-0.5023,-0.0106,1.2861,0.7056,1.5508,-0.5628
110,5531,108,4,walking,-0.1747,0.1614,0.2673,0.6838,0.5085,-1.0854,-0.4306,-0.3009,0.7168,0.285,0.0449,1.0174,0.0307,1.0615,0.6767,-1.7,-0.0102,0.2484
138,5559,108,4,walking,0.0482,-0.2487,-0.666,0.1587,-0.0892,-1.6758,1.1416,0.5011,0.5436,-0.6054,-0.0795,0.5561,-0.0338,0.1003,-0.4856,-0.024,-0.4836,0.138
78,5499,108,4,walking,-0.101,0.0825,0.0467,0.4747,0.4328,-1.0106,0.4475,0.358,-0.0975,0.0832,0.2743,1.1045,-0.0055,0.1006,-0.5129,-1.0666,-0.133,0.5467
62,5483,108,4,walking,-0.4568,0.0866,-0.611,0.2733,0.3378,0.3932,0.3082,0.5324,-0.272,0.5804,0.0203,-0.65,-0.4053,-0.3734,0.5725,-1.3476,0.4269,0.2127
60,5481,108,4,walking,0.0278,-0.1571,-0.0332,-1.6722,0.315,-0.1688,-0.3251,-0.3502,-0.5102,0.083,-1.655,0.286,-0.574,0.3063,1.1016,-0.085,-0.7273,1.0438
29,5450,108,4,walking,0.3472,-0.1543,-0.4331,0.5584,-0.1887,-0.7262,0.1862,1.4151,-0.0893,0.1604,0.087,1.0847,1.3785,-0.7263,0.3066,-0.3582,-0.4225,0.2141
67,5488,108,4,walking,-1.2382,-0.4284,-0.1863,0.1302,0.3683,0.0631,-0.2384,-0.336,-0.1224,0.0259,-0.724,0.3875,-0.0303,1.1382,-0.6182,-0.58,-0.0045,0.5445
49,5470,108,4,walking,-0.466,-1.0818,0.3839,-0.2658,0.3009,-0.3691,0.7565,-1.3351,-0.0831,-0.0046,0.1555,-0.3515,0.3688,0.4258,1.0028,-0.7238,-1.0155,0.0427
128,5549,108,4,walking,0.76598,-0.02766,-0.68522,0.45252,-1.50213,0.43447,0.41877,-0.37895,-0.2789,-0.33255,-0.10854,-0.24935,-0.11411,-0.00451,0.38036,0.22974,-0.67542,0.57332
163,5584,108,4,walking,0.1033,0.3471,-0.6869,0.0093,0.8862,1.3827,1.3666,0.0165,0.206,0.7164,0.4651,0.3621,-0.0686,-0.2293,-0.0071,1.1864,0.1828,-0.7637
47,5468,108,4,walking,-0.2266,1.0258,0.0755,0.241,-0.5448,0.1794,1.0612,-0.4478,0.2752,0.169,0.4622,0.3635,-0.7282,0.1017,-0.0037,-0.2656,-0.2452,-0.4765
66,5487,108,4,walking,0.1774,-0.0127,0.557,-0.0643,0.374,0.0621,-0.0256,-0.2024,0.3326,-0.1224,0.3161,-0.2172,-0.1761,1.0217,0.4138,0.6676,0.0687,-0.3282
133,5554,108,4,walking,0.016,0.1228,-0.5863,0.1883,-1.2703,-0.0271,-1.1207,-0.6837,-0.2666,-0.1123,1.2445,0.1208,-0.683,-0.2368,-0.301,-0.0058,-0.6103,0.3742
50,5471,108,4,walking,1.3121,0.0513,-1.587,-0.058,0.0635,0.3694,-0.0123,0.4228,-0.0422,0.2341,0.1102,-0.0389,-1.6842,0.1721,0.3543,-0.0411,-0.0773,-0.0345
54,5475,108,4,walking,0.5351,0.302,-0.0569,1.4087,-0.7533,-1.2147,0.1117,-0.1147,0.6332,-1.0432,-0.0437,1.0161,0.059,-0.7777,-0.0643,0.516,-0.342,0.6254
55,5476,108,4,walking,-0.0467,0.3084,-0.3027,0.2452,0.5507,1.7288,0.2445,0.0128,0.2012,-0.4256,0.4783,-0.0752,0.1346,-0.3438,1.5265,-0.1166,0.0305,0.0862
132,5553,108,4,walking,0.1632,-0.0527,0.0143,0.1635,-0.1524,-0.6553,-0.0522,-0.1802,-0.042,0.0372,-0.1504,-0.6523,-0.081,-0.665,0.0832,-0.4555,-0.4864,-0.0312
162,5583,108,4,walking,1.0414,0.2452,-0.1433,0.0687,-0.0141,-0.1782,0.5388,0.5267,-1.0735,0.2528,0.3059,-0.3514,0.0505,-1.0283,0.5826,0.0103,0.1052,-0.1203
96,5517,108,4,walking,0.561,-0.3842,-0.2764,0.2327,-1.6825,0.3462,-0.7407,-0.352,0.7236,-0.3817,1.0508,-0.185,-0.7664,0.0009,0.0046,-0.1948,0.4756,-0.0413
141,5562,108,4,walking,-0.0631,0.0743,-0.2453,-0.5575,0.4343,-0.1164,-0.5262,-0.0417,-0.5603,-0.0434,-0.0982,0.0789,0.0478,1.7085,0.0394,-0.2828,-0.2555,0.524
52,5473,108,4,walking,-1.2828,0.1793,0.0448,-0.1005,-0.0633,0.4065,-0.8696,-0.0678,0.0987,-0.8731,-0.285,-0.1058,0.1852,0.1106,-0.5458,0.466,-0.5631,-0.0256
63,5484,108,4,walking,-0.1524,-0.4153,-0.2165,0.1564,0.3452,-0.2586,0.0724,0.1518,-0.244,-0.1835,0.7537,-0.2884,-0.275,0.0694,0.3864,-0.604,0.437,0.0249
135,5556,108,4,walking,-0.5102,-0.3814,-0.4769,-0.5162,0.2358,-0.3687,-0.2235,0.0294,-0.071,0.1875,-0.0565,1.1166,-0.2588,-0.4688,-0.1665,0.1068,-0.4265,-0.1266
103,5524,108,4,walking,-0.1504,0.2624,-0.2338,-0.3853,0.2308,-0.5877,0.1474,0.1574,-0.2478,-0.288,-0.5256,-1.3108,0.0322,0.5806,-0.1795,0.0204,-1.7882,0.3513
6,5427,108,4,walking,-0.1745,1.1051,-0.7825,0.1521,-1.6067,-0.1178,0.0354,-1.3863,0.4021,-0.1784,-0.0873,0.3524,-0.5025,-0.217,1.7204,0.4598,-0.0533,0.4222
131,5552,108,4,walking,-0.3125,-0.1896,-0.0568,0.0663,1.4133,0.0826,0.3462,1.2208,-0.2132,0.4638,0.4443,0.2025,0.3683,0.1403,-0.2693,-0.0072,-0.2106,-0.7169
75,5496,108,4,walking,-0.1363,0.0024,-1.2186,-0.2832,0.6764,-0.0264,0.6481,0.0854,-0.2838,0.2429,-0.3232,-0.2045,-0.7637,-0.066,0.0038,-0.0414,0.334,-0.0188
80,5501,108,4,walking,-0.032,-0.0254,-0.1823,0.1745,-0.5526,1.0671,0.385,-0.6159,0.2556,0.5377,-0.0198,0.1885,-0.1877,-0.3615,0.1848,-0.154,0.3182,0.0187
51,5472,108,4,walking,0.0437,-0.0348,-0.2077,-1.4216,-0.1675,0.777,-0.3273,0.114,0.5754,0.126,-0.4474,0.6662,-0.3743,0.3518,0.0654,-0.0606,0.09,-1.3382
69,5490,108,4,walking,0.1231,-0.2027,-0.118,0.4082,-0.1418,0.2318,-0.3268,0.1704,-0.6423,1.6704,0.1622,0.5102,-0.2423,0.5843,0.5435,-0.1505,-0.5052,-0.3022
41,5462,108,4,walking,0.3207,-1.5092,-1.7768,0.1064,-0.0834,-0.04,0.7369,-0.2246,-0.203,-0.1173,0.0562,0.0606,0.3244,0.0775,1.1057,0.0076,-0.5258,-0.6055
134,5555,108,4,walking,-0.3435,-0.6696,0.0862,0.2745,-0.0352,-0.3871,-0.2083,0.2657,-0.0226,1.3416,-0.3025,-0.1105,-0.5842,-1.1126,-0.5366,-0.4851,0.5845,0.4505
97,5518,108,4,walking,0.0552,0.363,0.2267,0.0755,-0.0772,-0.1354,0.7675,-0.0035,0.0872,0.3844,0.0807,-0.6576,-0.2834,-0.0703,0.8447,0.508,-0.3001,0.0577
87,5508,108,4,walking,-0.337,0.4388,0.0308,-0.2005,0.8282,1.2657,-1.772,0.1593,0.2234,-0.2443,1.1547,-0.7413,0.2504,0.2101,0.2504,0.4208,0.142,-0.1035
70,5491,108,4,walking,0.5622,0.1484,0.2171,-0.3264,-0.6702,-0.0763,0.6032,-1.2016,-0.0434,-0.0759,-0.352,1.0404,0.026,0.1037,1.136,-0.0814,0.3782,-0.2278
136,5557,108,4,walking,-0.3575,0.0216,-0.382,0.0459,0.1743,1.5663,-0.1021,-0.1467,0.2505,-0.3643,-0.5188,0.0806,-0.2636,0.3631,0.2664,-0.6823,-0.2892,0.0886
112,5533,108,4,walking,0.0422,0.2566,0.7503,-0.0579,0.551,0.717,0.0843,-1.3853,-0.3745,-0.0373,-0.1386,0.2944,1.7545,-0.0621,-0.0063,-0.7148,-1.378,-0.1444
85,5506,108,4,walking,0.1743,0.0136,-0.0037,-0.1505,0.3514,0.0033,0.077,0.0835,-0.5754,-0.4337,0.4829,-0.0335,0.1773,-0.1555,-0.1065,-0.4166,0.4041,0.0094
105,5526,108,4,walking,0.4237,-0.1836,0.6818,-0.0276,0.1652,0.5065,0.6328,0.0269,0.1067,0.7425,0.7885,-0.5025,-0.0681,-0.1492,-0.2888,-0.5406,-0.6823,0.6485
81,5502,108,4,walking,-0.1375,-0.1816,-0.1575,0.2178,-0.0542,0.0017,0.1668,0.1668,0.6277,0.2453,-0.1004,0.652,0.4333,0.7504,0.0303,0.3609,-0.1317,0.1106
172,5593,108,4,walking,0.102,0.1624,-0.1873,-0.1517,-0.3047,0.4345,0.3784,0.4767,-0.0857,0.1422,-0.584,-0.6106,-0.2815,1.1427,0.7745,0.5131,0.406,-0.0677
169,5590,108,4,walking,-0.0732,0.2715,-0.0007,0.0402,0.0751,-0.0036,-0.0736,0.082,-0.2377,-0.5302,-0.2417,-0.0086,0.457,-1.0146,0.0207,1.072,-0.0734,-0.0641
