candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53
11,5071,108,2,sitting,0.0117,1.2291,-0.0173,0.1634,0.363,1.0783,-0.5774,-0.02,0.0036,0.0234,0.0074,-0.0063,-0.0184,0.0058,0.0135,0.0255,0.0177,0.0114,0.3522,0.0082,-0.5583,-0.006,-0.0034,-0.0377,1.1677,-0.0166,0.005,-0.014,-0.0186,-0.0017,-0.1357,0.0045,-0.0523,-0.0458,0.0164,-0.0184,-0.0032,-0.501,-0.0111,0.7674,-0.0127,-0.006,-0.0023,0.3134,0.0054,0.0068,0.0285,-0.0055,0.0208,0.0058,0.0164,-0.0341,-0.0105,0.0048
12,5072,108,2,sitting,0.0002,2.3222,-0.0056,0.1614,0.6584,0.9368,0.7319,0.0122,0.0001,0.0159,0.002,-0.0166,-0.0238,0.0046,0.0113,0.0236,0.0163,0.0007,0.4094,0.018,-0.5778,-0.0061,0.0011,0.0021,0.9436,0.0102,-0.0007,-0.0234,0.0031,0.0013,-0.1592,-0.0357,-0.0476,0.0002,0.013,0.0048,-0.0042,-0.4959,-0.0066,1.4039,0.0022,-0.0211,0.0071,0.3158,0.013,0.0044,0.0147,0.0041,0.0213,0.0035,0.0165,-0.0369,-0.0113,0.0055
13,5073,108,2,sitting,0.0022,1.2584,-0.0259,0.1165,0.3429,1.0789,0.3361,-0.0145,-0.0026,0.0148,0.0121,-0.0054,-0.0222,-0.0023,0.0097,0.029,0.0166,0.0006,0.4476,0.0035,-0.4907,-0.0012,-0.0008,-0.0282,2.0132,-0.011,0.0372,-0.018,0.0171,0.0128,-0.1326,-0.0211,-0.064,-0.0246,0.0132,0.011,-0.0032,-0.5401,-0.0135,1.5041,0.0045,-0.0186,0.0037,0.4391,0.0127,0.0044,0.0221,0.01,0.0186,0.0104,0.0227,-0.0374,-0.0101,0.0034
14,5074,108,2,sitting,0.0128,1.3016,-0.0229,0.185,0.3286,1.0617,-0.4833,-0.0203,0.0033,0.0197,0.0076,0.0051,-0.026,0.0034,0.0131,0.0245,0.0242,-0.0238,0.335,-0.0422,-0.5533,-0.003,0.0024,-0.0212,1.1794,-0.0477,0.0234,0.0057,-0.0015,0.0137,-0.1722,-0.0379,-0.0277,-0.028,-0.0232,0.0079,-0.0036,-0.5117,-0.009,1.6306,-0.0124,-0.0121,-0.004,0.4337,0.0085,0.0066,0.0194,-0.003,0.0144,0.0071,0.0205,-0.0351,-0.0133,0.0064
15,5075,108,2,sitting,0.0047,1.2628,-0.0204,0.098,0.3119,0.856,0.3536,0.0019,0.0053,0.02,0.0115,-0.0136,-0.0238,0.0023,0.0072,0.0246,0.0187,-0.0153,0.2892,-0.0228,-0.504,-0.0047,0.0011,-0.0094,1.1839,0.0011,0.0312,0.0076,-0.0113,0.0087,-0.1453,-0.0229,-0.0476,-0.0269,-0.0123,-0.0037,-0.0067,-0.6747,-0.0057,1.4967,-0.0095,-0.0134,-0.0145,0.3486,-0.0009,0.0036,0.0252,0.005,0.0244,-0.0002,0.028,-0.0336,-0.0117,0.0043
16,5076,108,2,sitting,0.008,1.1608,-0.0138,0.0903,0.338,1.0793,0.3846,0.0235,0.0083,0.0167,0.0179,-0.0022,-0.024,0.0041,0.0104,0.0284,0.0222,0.0014,0.3583,-0.0206,-0.5286,-0.0121,0.0002,-0.0356,1.1808,-0.0357,-0.0025,0.0051,0.0144,-0.0151,-0.1728,-0.0272,-0.0468,-0.0306,-0.0056,0.0081,-0.005,-0.6682,-0.0031,1.4431,-0.0117,-0.0141,0.0019,0.4351,0.0061,0.0164,0.0215,-0.0131,0.0229,-0.0067,0.0207,-0.0356,-0.0109,0.0051
17,5077,108,2,sitting,0.0082,2.3478,-0.0239,0.0953,0.2963,0.7045,0.3762,0.0012,-0.0089,0.0212,0.0142,0.0014,-0.0284,-0.0016,0.0068,0.0281,0.0198,-0.0123,-0.3027,0.004,0.4144,-0.0056,-0.0058,-0.0361,1.3272,0.032,-0.0187,-0.0237,-0.0024,-0.0009,-0.1361,-0.0321,-0.0022,-0.0226,-0.0138,-0.008,-0.005,-0.3085,-0.0065,0.7711,-0.0143,-0.0095,0.0033,0.3141,0.0108,-0.0005,0.0253,0.0069,0.0152,0.0044,0.0208,-0.0353,-0.0105,0.0047
18,5078,108,2,sitting,0.0058,1.3103,-0.0218,0.0403,0.3124,1.0512,0.3617,0.0115,-0.0036,0.0147,0.0051,-0.022,-0.0235,-0.0035,0.0122,0.0365,0.0189,0.0238,0.1228,-0.0014,-0.5879,0.003,0.0009,0.0205,1.3758,0.0097,0.0029,-0.0158,-0.0113,-0.0186,-0.1813,-0.0387,-0.0264,-0.0283,0.0123,0.0087,-0.0051,-0.6673,-0.011,0.7832,-0.0114,-0.013,-0.0114,0.3716,0.0165,0.0122,0.0263,-0.0081,0.0187,0.0002,0.0174,-0.0367,-0.0103,0.0042
19,5079,108,2,sitting,0.0153,2.1309,-0.0202,0.1133,0.3209,1.1186,-0.1825,-0.035,-0.003,0.0081,0.0158,-0.0038,-0.0252,-0.0026,0.0127,0.029,0.0209,-0.0043,0.3409,-0.0345,-0.5719,-0.0016,0.0064,0.003,1.1526,0.0093,-0.018,0.0173,0.0105,-0.0001,-0.1487,-0.0329,-0.0327,-0.0301,0.0248,0.0074,-0.0011,-0.308,-0.0081,0.8676,-0.0111,-0.0096,-0.0164,0.4583,0.0147,0.0056,0.0285,-0.0015,0.0186,-0.0022,0.0115,-0.0347,-0.0107,0.0045
20,5080,108,2,sitting,0.0024,1.2709,-0.0075,0.1361,0.3562,0.8486,-0.347,-0.012,-0.0026,0.0148,0.01,-0.0087,-0.0367,-0.0058,0.009,0.0222,0.0182,0.0042,0.1868,0.0015,-0.5408,-0.0034,0.0035,-0.0162,1.015,0.0122,-0.0072,0.0041,0.0052,0.0041,-0.1967,-0.0269,-0.0086,-0.0342,0.0017,-0.0053,-0.0055,-0.6707,-0.0127,1.4639,0.0001,-0.0203,0.0097,0.3583,0.0063,0.0064,0.0269,-0.001,0.019,-0.0008,0.0376,-0.0366,-0.0126,0.0045
21,5081,108,2,sitting,0.0036,1.3193,-0.0265,0.1337,0.3406,1.0853,0.2937,0.0111,-0.0134,0.0181,0.0086,-0.0106,-0.029,0.0054,0.0093,0.0315,0.0169,0.0023,0.2173,0.0284,-0.4998,-0.0035,0.0031,0.0074,0.972,0.0116,0.0225,0.0316,0.0238,0.0121,-0.1306,-0.0414,-0.04,0.0033,0.0076,-0.0048,-0.0072,-0.3214,-0.011,1.6632,0.0009,-0.0167,0.0089,0.4571,0.0056,-0.007,0.0231,0.0156,0.0223,0.0148,0.0266,-0.0379,-0.0127,0.0035
22,5082,108,2,sitting,0.0146,1.1287,-0.0131,0.0648,0.3163,0.9566,0.3649,-0.0002,-0.0103,0.0206,0.0136,-0.0102,-0.0276,-0.0012,0.0115,0.025,0.0161,-0.0034,0.3131,-0.0092,-0.577,-0.0031,-0.0066,-0.0352,1.192,-0.0161,-0.0435,-0.0362,0.0021,-0.0039,-0.1874,-0.022,-0.0354,-0.0212,-0.0054,0.001,-0.0063,-0.3061,-0.0082,1.4558,-0.0113,-0.0102,0.0137,0.3674,0.0098,0.0015,0.0237,0.002,0.0191,0.0017,0.0165,-0.0338,-0.0104,0.0026
23,5083,108,2,sitting,0.0163,1.1403,-0.0273,0.1604,0.4757,1.4081,-0.4098,-0.0175,-0.0038,0.0046,0.007,-0.0057,-0.0295,0.002,0.0057,0.0281,0.0174,-0.0066,0.2575,0.0032,-0.5412,0.0014,0.0006,-0.0153,1.1509,-0.0038,0.0009,-0.0008,-0.0036,0.0204,-0.1786,0.0145,-0.0266,-0.0431,-0.0139,0.0024,-0.0031,-0.34,-0.0068,0.7748,-0.0104,-0.0056,0.0039,0.4331,0.0107,0.0046,0.0255,-0.005,0.0186,0.0058,0.016,-0.0358,-0.0112,0.0055
25,5085,108,2,sitting,0.0031,1.2379,-0.0178,0.1624,0.4307,1.0475,0.1656,0.0185,0.0067,0.0199,0.0149,-0.0122,-0.0299,-0.0066,0.0116,0.0259,0.0193,0.0382,0.2693,0.009,-0.4723,-0.0021,-0.0052,-0.0074,0.8551,-0.0085,0.0244,0.0367,-0.0137,-0.0165,-0.1781,0.0031,-0.066,0.0167,0.032,0.016,-0.0061,-0.3062,-0.0054,1.4859,-0.0099,-0.0112,0.0147,0.4259,0.0145,0.0045,0.0331,0.0067,0.0118,0.0084,0.017,-0.0362,-0.0108,0.0011
26,5086,108,2,sitting,0.0044,1.3115,-0.0126,0.1314,0.4059,1.0704,0.2837,0.0116,-0.0032,0.0122,0.0101,0.0037,-0.0243,0.0042,0.0133,0.0266,0.0227,0.007,0.2507,0.0064,-0.5796,-0.0042,0.0028,-0.0136,1.1211,-0.0052,0.003,0.0141,0.0023,-0.0165,-0.1355,0.0035,-0.0534,-0.0068,-0.0082,-0.0017,-0.0005,-0.6763,-0.0107,1.4942,-0.0162,-0.0047,0.0165,0.3701,-0.0147,0.005,0.0252,0.0028,0.0087,-0.0017,0.0156,-0.0375,-0.0089,0.0058
27,5087,108,2,sitting,0.0023,1.3032,-0.0213,0.1622,0.4431,1.1278,0.3459,0.0054,0.0016,0.0141,0.0066,-0.008,-0.0262,0.0027,0.0107,0.0283,0.0187,-0.0022,0.1815,-0.0164,-0.5374,-0.0044,0.0024,-0.0407,1.0454,0.0173,0.0087,0.0022,-0.0105,-0.0351,-0.1691,-0.0183,-0.0513,-0.0048,-0.0363,0.0018,-0.0074,-0.635,-0.0063,1.499,-0.0066,-0.0176,0.0007,0.9294,0.0019,0.0056,0.0293,0.0064,0.0207,0.006,0.0344,-0.0344,-0.0112,0.004
28,5088,108,2,sitting,0.0088,1.2448,-0.0262,0.1628,0.4473,1.3141,-0.2798,0.0077,0.008,0.0234,0.0114,-0.0069,-0.0338,0.0034,0.0105,0.025,0.0213,0.0176,0.3063,0.0094,-0.5797,-0.0012,0.0008,-0.0011,1.0531,0.0134,-0.0243,0.0287,0.002,0.0021,-0.1952,-0.0222,-0.0551,-0.0049,-0.008,-0.0035,-0.0029,-0.3309,-0.0093,0.7846,0.0041,-0.0206,0.0013,0.3488,0.0077,0.0089,0.0286,-0.0047,0.0127,-0.0025,0.0254,-0.0363,-0.0132,0.0027
29,5089,108,2,sitting,0.0065,1.2726,-0.0258,0.1181,0.3278,1.0457,-0.111,0.0087,-0.0079,0.0148,0.0114,-0.0012,-0.0225,0.0064,0.0109,0.0256,0.0176,0.0073,0.3372,0.0005,-0.5309,-0.0055,0.0034,0.0131,1.1444,-0.013,-0.0281,-0.0057,0.0111,-0.0066,-0.1861,-0.0279,-0.0402,0.0257,0.0027,0.0186,-0.0027,-0.34,-0.0037,0.6232,-0.0101,-0.0083,0.0102,0.3822,0.0013,0.0143,0.0236,0.0114,0.0229,0.0107,0.0233,-0.0354,-0.0114,0.0037
30,5090,108,2,sitting,0.0065,1.3645,-0.0195,0.2348,0.3728,1.1028,0.0824,0.0177,-0.0061,0.0096,0.0063,-0.0049,-0.0274,0.0026,0.0116,0.0291,0.0193,-0.0007,0.3584,-0.0325,-0.5155,0.0013,-0.0035,-0.0064,1.1762,-0.0128,-0.023,0.0037,-0.0107,-0.0254,-0.197,-0.0228,-0.0312,-0.0055,-0.0093,-0.0062,-0.0023,-0.5401,-0.0075,1.4482,-0.0106,-0.0037,0.0066,0.3681,0.0049,0.0049,0.0371,0.0089,0.0243,-0.0064,0.0152,-0.037,-0.0102,0.0055
31,5091,108,2,sitting,0.0047,1.231,-0.0158,0.0786,0.3082,1.0677,0.2231,-0.0073,-0.0119,0.0011,0.0038,-0.004,-0.0232,0.0009,0.0071,0.0265,0.0161,-0.0156,0.3682,-0.0213,-0.5296,-0.0053,-0.0005,0.0209,1.1874,0.0161,0.0022,0.0067,-0.0217,0.0013,-0.1655,-0.0232,-0.0106,-0.0336,0.0082,0.0042,-0.007,-0.3446,-0.0058,0.695,-0.0043,-0.0188,0.0071,0.3221,0.0064,0.0017,0.0284,0.0061,0.0253,0.0037,0.0283,-0.0346,-0.0117,0.0033
32,5092,108,2,sitting,0.0155,1.3032,-0.0097,0.1427,0.3536,1.0527,0.2571,-0.0117,0.0021,0.0181,0.0069,-0.0083,-0.0304,0.002,0.011,0.0267,0.0168,0.0089,0.4648,-0.015,-0.5727,-0.0041,-0.0053,0.0215,1.1779,-0.0304,-0.0097,0.0145,-0.001,0.0084,-0.1776,-0.0297,-0.0309,-0.0103,-0.0014,-0.0031,-0.0071,-0.353,-0.0095,0.7247,-0.0077,-0.0169,0.0072,0.3931,0.0044,-0.005,0.0263,0.0033,0.0148,0.0131,0.0205,-0.0359,-0.0128,0.0056
33,5093,108,2,sitting,0.0145,1.2334,-0.0119,0.1159,0.3259,1.0461,0.3482,-0.0078,0.0009,0.0276,0.0034,-0.0024,-0.0319,0.002,0.0102,0.0223,0.0161,0.0155,0.3437,0.0032,-0.4939,-0.0012,-0.0013,-0.0016,0.8955,-0.0375,-0.0406,0.0029,-0.0124,-0.0218,-0.1683,-0.0222,-0.0141,-0.0288,-0.0057,0.0041,-0.0067,-0.5236,-0.0072,0.8626,-0.0122,-0.0071,-0.0033,0.3725,-0.0044,-0.0039,0.0232,0.0137,0.0251,0.0045,0.0139,-0.0338,-0.0102,0.0047
34,5094,108,2,sitting,0.0148,1.2759,-0.0181,0.1736,0.4844,1.337,-0.1287,0.0117,-0.0024,0.0371,0.0013,-0.0055,-0.0198,-0.0075,0.0084,0.0284,0.0151,-0.0235,0.1704,0.0106,-0.5637,-0.0014,-0.0003,0.0238,0.9104,0.0377,0.0166,0.038,0.015,-0.0046,-0.195,0.0044,-0.0502,-0.0188,0.0046,-0.016,-0.0007,-0.3431,-0.008,0.8396,0.0026,-0.0187,0.0148,0.3922,0.0015,0.0027,0.0316,-0.0106,0.0209,0.0112,0.0266,-0.0359,-0.0114,0.0041
35,5095,108,2,sitting,0.0248,1.3544,-0.0221,0.2078,0.6374,0.9427,0.1112,-0.0023,-0.0216,0.021,0.0086,-0.005,-0.0224,-0.0032,0.0098,0.0243,0.0169,-0.0034,0.3864,-0.0313,-0.5661,-0.0156,0.0017,0.0067,0.9557,0.0133,-0.0422,-0.0107,-0.0285,-0.0074,-0.1449,-0.0267,-0.0255,-0.0193,-0.0057,-0.0173,-0.0011,-0.3486,-0.0054,0.8182,-0.0084,-0.0149,0.0059,0.3786,0.0143,0.0035,0.0179,-0.0058,0.0204,-0.0034,0.0216,-0.037,-0.011,0.0064
36,5096,108,2,sitting,0.0077,1.2831,-0.0138,0.172,0.4897,1.4164,0.0831,-0.0112,-0.016,0.0148,0.0172,0.0054,-0.0168,0.0025,0.0121,0.025,0.0173,-0.0089,0.2181,0.0089,-0.4711,-0.0103,0.0044,0.0142,1.1786,0.0071,-0.0273,0.0125,0.0024,-0.0113,-0.1954,-0.0213,-0.0512,-0.0043,-0.0026,-0.0143,-0.0056,-0.3408,-0.007,0.7953,-0.0086,-0.0149,0.0155,0.2152,0.0211,0.0026,0.0297,0.0087,0.0186,0.0083,0.0301,-0.0355,-0.0137,0.0055
37,5097,108,2,sitting,0.0204,1.3045,-0.0152,0.0862,0.1603,0.4864,0.326,-0.0025,0.0038,0.0158,0.0036,0.0051,-0.0255,0.0042,0.0133,0.0253,0.0162,0.0011,0.4218,0.0073,-0.5775,0.0023,0.0003,0.0024,0.8321,0.0147,0.0067,-0.0123,-0.0336,-0.0112,-0.1571,-0.0361,-0.0427,-0.0034,0.0105,0.0075,-0.0017,-0.3217,-0.0077,0.7757,0.0021,-0.0173,0.0132,0.4461,0.0094,0.0125,0.0312,0.0071,0.0169,0.0117,0.0144,-0.0354,-0.0102,0.0041
38,5098,108,2,sitting,0.0087,1.2836,-0.0164,0.1198,0.3478,1.1405,-0.2682,0.0161,-0.0026,0.0169,0.0134,-0.0021,-0.0276,0.0008,0.0096,0.0228,0.0203,-0.001,0.1358,-0.0032,-0.5581,-0.0067,-0.0005,0.0082,1.0083,0.0015,-0.0147,-0.0374,0.0029,-0.0076,-0.1731,-0.0321,-0.0386,-0.0277,-0.0026,0.0043,-0.0075,-0.3037,-0.0117,0.7749,0.0007,-0.0176,-0.01,0.4077,-0.0145,0.0033,0.0215,0.0073,0.0214,0.0108,0.0183,-0.0365,-0.0122,0.0055
39,5099,108,2,sitting,0.0067,1.3201,-0.0076,0.0418,0.1136,0.5239,-0.3635,0.0138,-0.0137,0.0029,0.0166,0.0003,-0.0307,0.0044,0.0097,0.0319,0.0175,0.0032,0.1863,0.0131,-0.5751,-0.0051,-0.0004,0.0081,1.1828,-0.0269,-0.0365,-0.0077,-0.012,-0.0005,-0.1755,-0.0163,-0.0426,-0.0129,0.0066,0.0081,-0.0053,-0.3147,-0.0067,0.6829,0.0029,-0.0131,0.0142,0.3325,0.0112,0.0045,0.0259,0.0027,0.0328,0.0028,0.0286,-0.0367,-0.0125,0.0057
40,5100,108,2,sitting,0.012,1.2908,-0.0177,0.0868,0.2195,0.685,0.1582,0.0073,0.0068,0.0143,0.0036,-0.0118,-0.0275,-0.0012,0.0118,0.0231,0.0178,0.0006,0.4423,-0.0126,-0.565,-0.0005,0.0057,-0.0157,1.0176,-0.0051,-0.03,0.0203,-0.0107,0.0241,-0.1521,-0.0361,-0.0154,-0.0258,0.0025,0.0097,-0.0067,-0.3534,-0.0076,0.8776,-0.0085,-0.0193,0.0116,0.4032,0.0029,-0.005,0.0238,0.0064,0.0231,0.0052,0.0184,-0.0348,-0.0109,0.0041
41,5101,108,2,sitting,0.0025,1.3279,-0.0196,0.1708,0.4852,1.1489,0.5488,-0.0066,0.0026,0.0227,0.0053,0.0022,-0.0277,0.0006,0.0111,0.0263,0.0194,0.0001,0.2782,-0.0053,-0.578,-0.0012,-0.0035,-0.0098,0.928,-0.0213,-0.0284,-0.0164,-0.0138,-0.0041,-0.1935,-0.028,-0.0521,-0.0247,-0.0078,-0.0087,-0.0045,-0.3415,-0.0088,0.7921,0.0016,-0.0137,0.0076,0.4168,0.0137,0.0047,0.0228,0.008,0.0236,0.0019,0.0263,-0.0355,-0.0111,0.0031
42,5102,108,2,sitting,0.0075,1.3282,-0.014,0.1404,0.2974,0.8335,-0.0073,-0.0206,0.0042,0.0247,0.0136,-0.0281,-0.0317,0.0033,0.0089,0.0277,0.0183,0.0055,0.2509,0.0047,-0.5259,-0.0022,-0.0006,0.015,0.7727,0.0041,-0.0043,-0.0234,-0.0027,-0.0124,-0.152,0.0124,-0.0234,0.004,0.005,0.0048,-0.0015,-0.6183,-0.0111,0.7458,-0.0099,-0.0093,0.0164,0.3622,0.0046,0.0018,0.0191,0.0018,0.021,0.0161,0.0196,-0.0385,-0.0102,0.0047
43,5103,108,2,sitting,0.0142,1.3313,-0.0245,0.1163,0.3148,1.0637,-0.2848,0.0025,-0.0132,0.0243,0.0134,0.0043,-0.0237,0.0044,0.0061,0.0251,0.0191,-0.0187,0.2644,-0.0076,-0.5259,-0.0025,0.0027,-0.011,1.1353,0.0021,0.0341,0.0168,0.0127,-0.0089,-0.142,-0.0225,-0.0395,-0.0195,-0.0122,-0.0114,-0.0065,-0.3146,-0.0092,0.7848,0.0035,-0.0196,-0.0115,0.3152,0.0113,-0.0126,0.034,0.0084,0.0144,-0.0027,0.0257,-0.0366,-0.0109,0.0045
44,5104,108,2,sitting,0.0016,1.3345,-0.018,0.1061,0.3225,1.0209,-0.2997,0.0336,-0.0052,0.0193,0.0077,-0.0032,-0.0232,0.0008,0.0123,0.0263,0.0191,-0.0007,0.2126,0.0032,-0.4868,-0.0045,0.001,0.0217,0.957,-0.0373,-0.0225,0.038,0.0265,0.0118,-0.1946,-0.0151,-0.0248,-0.0068,0.0054,-0.0012,-0.0067,-0.6498,-0.0037,1.4877,0.004,-0.0184,0.0007,0.4459,0.0083,0.0087,0.0255,-0.0011,0.019,0.0021,0.0226,-0.0355,-0.0108,0.0047
