candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35
10,5070,108,2,sitting,-0.0094,1.1303,-0.022,0.0113,-0.0096,-0.0112,-0.0377,-0.8927,0.0283,-0.0391,0.4113,0.0045,0.0023,0.4248,-0.0138,-0.0035,-0.0068,0.0034,0.0064,0.0047,-0.0105,0.0077,0.0077,-0.0049,0.0041,-0.0024,0.0115,0.0106,0.0003,0.0177,-0.0048,0.0051,0.01,0.001,0.0012,0.0006
11,5071,108,2,sitting,-0.0049,1.2542,-0.0092,0.0191,-0.0036,-0.0009,-0.0011,-0.8827,0.0455,-0.0323,0.4368,0.0126,-0.0228,0.1243,-0.0017,-0.0034,0.0047,0.0115,0.002,-0.0081,0.0165,-0.001,0.0032,0.0063,0.0043,-0.0005,,,,,,,,,,
12,5072,108,2,sitting,-0.0103,0.8684,-0.0055,0.0152,-0.0066,0.0155,-0.0036,-0.2527,0.0383,-0.0163,0.1728,-0.0144,-0.0185,0.9952,0.0236,0.0058,0.0066,-0.0044,0.0102,0.0078,0.0063,-0.003,-0.0051,0.0014,0.0086,-0.0023,-0.0043,0.0064,0.0044,0.0003,-0.0015,-0.0101,0.005,0.0008,-0.0057,0.0022
13,5073,108,2,sitting,0.0115,1.3024,-0.0076,0.0062,0.0077,0.004,0.0174,-0.6143,0.0473,-0.0209,0.3612,0.016,0.014,1.1331,-0.0151,0.0092,0.0015,0.0057,-0.0025,-0.0002,-0.0024,0.0252,0.0045,-0.0017,-0.0012,0.0044,0.0092,0.0038,-0.0032,0.0186,-0.0023,-0.0007,0.0023,-0.0025,0.0,
14,5074,108,2,sitting,-0.0032,0.0052,-0.0023,0.0066,0.0018,0.0056,-0.003,0.0066,0.001,0.0003,-0.0051,0.0051,-0.003,0.0145,0.0014,0.0035,0.0006,0.0033,0.0022,-0.0003,0.0003,0.0007,0.0035,0.0001,0.0031,-0.0008,0.0047,0.0013,0.0005,0.0031,0.0023,-0.0005,0.0021,0.0011,-0.0,
15,5075,108,2,sitting,-0.0041,1.3349,-0.0093,0.0156,-0.0161,-0.0019,0.0148,-0.9658,0.0429,-0.0379,0.4535,0.0226,0.0019,0.4607,-0.0098,-0.0125,-0.0075,0.0023,0.0074,0.0009,-0.0033,0.0017,0.0003,0.0123,-0.007,0.0007,0.0146,0.0044,-0.0022,0.0181,-0.0016,0.015,0.0064,0.0027,-0.0,
16,5076,108,2,sitting,-0.0069,1.1231,-0.0107,0.0163,-0.0063,-0.012,-0.0176,-0.9477,0.0363,-0.0275,0.4788,0.0219,0.011,1.4421,-0.0128,0.0004,-0.0004,0.0062,0.0012,0.0013,-0.0054,-0.0018,0.0005,0.0137,0.0074,-0.0023,0.0086,-0.006,0.0015,0.0141,0.0033,0.0026,0.0063,-0.0006,0.0137,-0.0037
17,5077,108,2,sitting,-0.0086,1.3361,-0.0135,0.0257,-0.0054,0.0077,-0.0115,-0.9725,0.0339,-0.0254,0.4548,0.022,0.0178,0.9167,-0.008,-0.0095,-0.0094,-0.0012,0.0137,0.0131,0.0052,-0.0025,0.0276,0.0049,0.0166,-0.0004,0.0161,0.0146,0.0168,-0.0022,0.0034,0.0083,0.0126,0.0009,-0.0,
18,5078,108,2,sitting,-0.0052,0.9942,-0.0028,0.0286,-0.0253,0.0069,0.014,0.9954,-0.0329,-0.0097,-0.4633,-0.0539,-0.0212,-0.0448,0.0272,-0.0009,-0.0114,-0.0067,0.024,0.0029,-0.0075,0.0135,0.0007,0.0118,-0.0054,0.012,0.0063,-0.014,0.0224,0.0077,-0.0038,0.0175,0.0024,-0.0012,-0.0033,-0.0011
19,5079,108,2,sitting,-0.0046,1.3218,-0.0235,0.0375,-0.0087,0.0007,-0.0367,-1.0457,0.0443,-0.0245,0.4814,0.0147,0.0024,1.2403,-0.0082,-0.0043,0.008,0.0004,0.0042,0.0,0.0041,0.0024,0.0053,0.0067,0.0016,-0.0078,0.0128,0.0028,0.0019,0.0116,-0.0006,0.0185,0.0002,-0.0076,0.0052,0.0001
20,5080,108,2,sitting,-0.0067,0.9705,-0.0042,0.0216,-0.0065,-0.0041,-0.0023,-0.2191,-0.0226,-0.0235,0.0517,0.0055,0.0068,0.5577,0.0165,-0.0042,0.0039,0.0008,0.0018,0.0,-0.0001,0.0014,0.0003,0.0002,0.0038,0.0008,0.0031,0.0012,-0.004,0.0015,0.0033,-0.0011,-0.0028,-0.0,0.0017,0.0001
21,5081,108,2,sitting,-0.0004,1.4177,-0.0104,0.0191,0.0005,-0.0066,-0.0078,-0.7025,0.0436,-0.0212,0.3376,-0.0238,0.0115,1.0076,0.0018,0.0077,0.0017,0.011,-0.0045,0.0301,0.0058,0.0134,0.0072,0.001,-0.002,0.021,0.0029,0.0251,0.0014,-0.0015,0.0027,0.023,0.0013,-0.0003,-0.0,
22,5082,108,2,sitting,-0.0029,1.4745,-0.0044,0.0225,-0.0185,-0.0148,0.0035,0.5511,-0.0317,-0.0275,-0.2729,-0.0424,0.0403,0.942,-0.0082,0.0002,-0.0032,0.0211,0.0043,0.0083,-0.0016,0.0002,-0.0066,0.0011,0.0063,0.0028,0.0038,0.0016,-0.0041,0.0026,-0.0037,0.005,0.0016,0.0012,-0.0035,0.0018
23,5083,108,2,sitting,-0.0112,1.2477,-0.0114,0.0308,-0.0032,0.0174,0.0004,-0.2534,0.0295,-0.0453,0.1048,-0.029,0.0576,0.8146,-0.0247,0.0247,-0.0026,0.0036,0.0005,0.0024,-0.0051,0.008,-0.0002,-0.01,-0.0019,-0.0002,0.0152,0.0039,0.0007,-0.0119,0.0003,0.0246,0.0018,0.0002,-0.0054,0.0
24,5084,108,2,sitting,-0.0079,1.3082,-0.0047,0.0186,-0.0042,-0.0183,-0.0145,-0.9379,0.0369,-0.0328,0.4801,0.0356,0.0405,0.3901,-0.0221,0.0128,-0.0102,0.0053,0.0228,0.0008,-0.0172,-0.0072,0.0037,0.0087,0.0012,0.008,0.0155,0.0043,0.0148,-0.002,0.0006,0.0051,0.003,0.0053,0.0051,0.0023
25,5085,108,2,sitting,-0.0017,1.2369,0.0146,0.025,0.0002,0.0014,0.0033,-0.4468,0.0184,-0.0227,0.2231,0.0137,-0.0081,0.6305,-0.0097,-0.0063,-0.0024,0.0108,0.0047,0.0014,-0.002,-0.0048,-0.0012,0.014,0.0047,0.0033,0.0062,0.004,0.0053,-0.0004,-0.0,,,,,
26,5086,108,2,sitting,0.0106,1.3588,0.0003,-0.0016,-0.0053,-0.0008,0.0073,-0.9546,0.0233,0.0038,0.5527,0.0162,0.0121,0.1908,-0.0111,-0.0027,-0.0046,0.0012,0.0078,0.0057,0.0,0.0052,-0.0028,0.0016,0.0001,0.0,0.0063,0.0024,0.0048,0.0018,0.0013,0.0003,0.0015,0.0006,0.0,
27,5087,108,2,sitting,0.0061,1.2324,-0.0002,0.009,-0.0024,-0.0062,0.0156,-0.764,0.0434,-0.0473,0.3536,-0.032,-0.0182,1.4136,-0.005,0.0203,-0.0029,0.0043,0.0082,0.0008,-0.0032,0.001,0.0107,0.0004,0.0212,0.0002,0.0157,0.0002,-0.0059,0.0014,-0.0031,0.0064,0.002,0.0004,-0.0,
28,5088,108,2,sitting,-0.0004,1.2749,0.0023,0.0212,0.0043,-0.0021,0.0116,-0.9357,0.044,-0.0177,0.5021,0.0439,0.0007,0.6961,-0.0086,0.0024,0.0041,-0.0031,0.0009,0.0091,-0.0011,0.0036,0.0098,0.0011,0.0024,0.0001,0.0006,0.005,0.0011,-0.0002,0.0031,0.0013,0.0011,0.0004,-0.0,
29,5089,108,2,sitting,-0.0047,1.3056,-0.0186,0.0286,-0.0099,0.0164,-0.0297,-0.971,0.0449,-0.0475,0.4765,0.0269,0.0355,0.3239,-0.0185,-0.0006,-0.0066,-0.0005,0.0022,0.0033,0.0002,0.0145,0.0136,-0.0034,-0.0031,-0.0006,-0.0006,0.0237,-0.004,0.0245,-0.0052,0.0076,-0.0004,0.0034,-0.001,0.0051
30,5090,108,2,sitting,-0.0051,1.3624,-0.0007,0.0052,0.0071,-0.0024,0.0051,-0.7583,0.0394,-0.0161,0.3844,0.0195,-0.0021,1.0045,-0.0124,0.0034,-0.0017,0.0067,0.0025,0.0013,-0.0016,0.0225,-0.0006,0.0018,0.0033,0.0002,-0.0015,0.0033,0.0041,-0.0001,0.0007,0.0111,-0.0007,0.0033,0.0,
31,5091,108,2,sitting,0.0044,0.9962,-0.0091,0.0073,-0.0016,0.0057,-0.0027,-0.0138,0.0087,0.0011,-0.0036,-0.004,0.0023,-0.0186,0.0074,0.003,0.0016,0.0012,0.0023,-0.0025,-0.0037,-0.0014,0.0014,-0.0004,0.0004,0.0006,0.0026,0.0038,-0.0003,0.012,0.0038,0.0041,0.0001,0.0017,0.005,0.0021
32,5092,108,2,sitting,-0.0142,1.2589,-0.0127,0.0179,-0.007,-0.0186,-0.005,-1.0498,0.0182,-0.0346,0.4958,-0.0136,-0.0107,0.3903,-0.0022,0.0067,-0.0016,-0.0073,0.0048,0.0018,-0.0118,-0.0015,0.0174,0.0033,-0.006,-0.015,0.0006,0.0036,-0.0006,0.0341,-0.0042,0.0105,0.0028,,,
33,5093,108,2,sitting,-0.0076,1.3248,-0.0115,0.0232,-0.0142,-0.0051,-0.0098,-0.9393,0.0487,-0.0456,0.4636,0.0364,0.0,0.3148,-0.0173,-0.0017,-0.0056,-0.0057,0.0208,0.0004,-0.0017,0.0054,0.0062,0.0021,-0.0027,0.0012,-0.0116,0.0174,0.011,0.0002,-0.0064,0.0137,0.0028,-0.0002,0.0026,0.0027
34,5094,108,2,sitting,-0.0031,1.1773,-0.0061,0.0291,-0.0029,0.0105,-0.0303,-0.8544,0.0483,-0.0446,0.366,0.0453,-0.0252,0.4593,-0.013,0.0061,-0.0097,-0.0051,0.0177,0.0048,-0.0148,0.0125,0.0039,-0.0083,0.021,0.0009,0.0312,0.0057,0.0204,0.0045,,,,,,
35,5095,108,2,sitting,-0.0034,1.2773,-0.0121,0.0215,-0.0114,-0.0076,-0.0228,-0.34,0.0409,-0.0437,0.1765,0.0281,0.0283,0.2372,-0.0164,0.0063,-0.0037,0.027,0.0084,0.0229,-0.0059,-0.0036,-0.011,-0.0007,0.023,0.0031,-0.0143,-0.0041,-0.0155,0.0127,-0.0,,,,,
36,5096,108,2,sitting,-0.0046,0.7314,-0.0008,0.0099,-0.0084,0.016,-0.0224,-0.1179,0.0242,-0.0477,0.05,0.016,-0.0027,0.9795,-0.0137,0.0042,-0.0069,-0.01,0.0268,0.014,-0.0008,0.0047,-0.0068,0.0032,0.0147,-0.0004,-0.0064,-0.0001,0.0217,-0.005,0.0138,0.0002,0.0145,-0.0015,-0.0,
37,5097,108,2,sitting,-0.0067,0.0141,-0.0012,0.0059,0.0046,0.0008,0.0002,0.0177,0.0021,-0.0027,0.0254,-0.0037,0.0082,0.0123,-0.0006,-0.0011,-0.0006,0.0106,0.006,-0.0014,-0.0016,0.0032,0.0,0.0011,0.0034,0.0041,0.0008,-0.0033,-0.0011,-0.0021,0.001,0.0001,0.0002,-0.0016,-0.0003,0.003
38,5098,108,2,sitting,-0.0047,1.2572,-0.0057,0.0144,-0.0162,0.0165,-0.0316,-0.9157,0.0349,-0.0298,0.4509,0.009,0.0455,0.7555,-0.0135,-0.0021,-0.0045,-0.0017,0.0222,0.0059,-0.0128,-0.0054,-0.0024,-0.0126,0.0258,-0.0021,0.0324,0.0054,0.025,0.0084,-0.0061,-0.0103,-0.0034,0.0009,0.0056,0.0024
39,5099,108,2,sitting,-0.0042,1.3183,-0.0072,0.0275,-0.0166,0.012,0.0097,-0.2439,0.034,-0.0353,0.1057,0.0287,-0.0249,0.6568,-0.0084,0.0003,0.0134,0.0083,0.0043,0.0125,-0.0036,-0.0034,-0.0009,0.0254,0.0022,-0.0118,0.0037,0.0027,-0.0021,0.0277,0.0002,0.0074,0.0048,0.0053,-0.0,
40,5100,108,2,sitting,-0.001,1.3923,-0.0077,0.0228,-0.0067,0.022,0.008,-0.9389,0.0413,-0.01,0.4938,0.0071,0.0144,0.4871,-0.0013,-0.0092,-0.0006,-0.0013,0.0123,0.0,0.0136,-0.0024,-0.0036,-0.0045,0.0028,0.0031,0.0018,0.0001,0.0084,0.0035,0.0028,-0.0005,-0.0021,0.0017,0.0,
41,5101,108,2,sitting,-0.0032,1.3475,-0.0318,0.0563,-0.0187,-0.0102,-12.0,-0.8514,0.0603,-0.0403,0.4637,0.0206,0.051,1.2682,-0.0201,-0.0034,-0.0081,-0.0017,0.023,0.0162,0.0091,-0.0042,0.0014,-0.006,-0.0101,-0.0023,0.0023,0.0193,-0.0034,-0.0122,0.002,0.007,-0.0041,-0.0009,-0.005,0.0021
42,5102,108,2,sitting,-0.0041,0.0168,-0.0035,0.0073,0.0076,0.0024,-0.0067,0.0081,0.0008,0.0045,-0.0002,-0.0037,0.0022,0.0121,-0.0001,-0.0037,0.0037,-0.0054,-0.0006,0.0023,0.0016,0.0007,0.0018,-0.0021,0.0028,-0.0007,-0.0006,0.0016,0.0037,0.0036,0.002,0.0055,0.0015,-0.0012,0.0,
43,5103,108,2,sitting,0.0138,0.9672,0.0041,0.0235,-0.0002,-0.0031,-0.0009,-0.0724,0.0126,-0.0146,0.0268,-0.0066,0.0261,0.7619,-0.008,0.0083,0.0018,0.0136,0.0003,0.0042,-0.0017,0.0042,0.0085,0.0007,0.002,0.0,0.0004,-0.0041,0.0061,0.0047,-0.0004,0.0022,0.0017,-0.0024,-0.0,
44,5104,108,2,sitting,-0.0026,1.3179,-0.0022,0.0212,-0.0106,0.0027,0.002,0.239,-0.0299,-0.0047,-0.1145,-0.0243,0.0115,0.8588,-0.0083,-0.0041,-0.0064,-0.0063,0.0157,0.0012,-0.0023,0.011,0.0012,-0.0056,-0.0011,0.0222,0.0076,-0.0017,-0.0004,0.0214,0.0005,0.018,0.0014,0.0027,0.0005,0.0012
45,5105,108,2,sitting,-0.0003,0.0052,-0.0003,-0.0012,-0.0012,-0.0006,-0.004,-0.007,-0.0027,0.0048,-0.0002,0.0041,0.0025,-0.0107,-0.003,0.0017,-0.0006,-0.0004,-0.0015,0.0038,-0.0016,-0.0013,0.0033,-0.0001,0.0035,0.0014,0.0015,0.0012,-0.0003,-0.0031,0.0,,,,,
46,5106,108,2,sitting,-0.0092,1.4503,-0.0028,0.0274,-0.0145,-0.0063,-0.0302,-0.7654,0.0787,-0.0574,0.3855,-0.0298,-0.0278,0.7998,-0.0211,0.0043,0.0084,0.0066,0.012,0.0013,-0.0002,0.022,0.0113,0.0098,0.0013,0.0075,0.0018,0.0,0.002,0.0028,-0.0,,,,,
47,5107,108,2,sitting,-0.0034,1.3254,-0.0047,0.0051,-0.0002,0.0019,-0.0141,-0.8785,0.0403,-0.0498,0.4101,0.0346,0.0333,0.4451,-0.0182,-0.0118,-0.0057,-0.0102,0.0232,0.003,-0.01,0.01,0.0024,-0.0041,-0.0046,-0.0029,0.0127,0.0033,-0.0119,0.0244,-0.0013,0.0179,0.0039,0.0002,-0.0,
48,5108,108,2,sitting,0.005,0.9998,-0.0003,-0.0004,-0.0038,0.0025,-0.0009,0.0034,0.0052,0.004,0.0044,0.005,0.0021,0.0053,-0.0012,0.0,0.0021,0.0017,0.0031,0.0002,-0.0015,0.0027,0.0013,0.0022,0.0001,0.0023,0.0016,0.0002,0.0026,0.0003,0.0012,0.0001,0.0026,0.0003,0.0,
49,5109,108,2,sitting,-0.0029,1.3108,-0.0046,0.0121,-0.0026,0.0086,-0.0092,-0.4878,0.043,-0.0356,0.1949,0.0273,0.0243,0.9181,-0.0045,-0.0021,-0.0028,0.0013,0.0013,0.0002,-0.0015,0.0004,0.0009,0.0007,0.0,0.0022,-0.0002,-0.0041,0.0041,0.001,0.0,0.0175,0.0016,0.0004,-0.0,
50,5110,108,2,sitting,0.0138,0.0126,-0.0107,-0.0063,0.0014,-0.0042,0.0031,-0.0111,0.0055,-0.0053,0.0029,-0.0006,0.0048,0.0123,0.0012,0.0007,0.0013,0.0002,0.0004,0.0012,0.0,0.0003,0.0007,-0.0035,0.0008,0.0037,0.0002,0.0011,0.0046,-0.0037,0.0025,0.0012,-0.0025,-0.0006,-0.0,
51,5111,108,2,sitting,-0.0034,1.2792,-0.0099,0.0163,-0.011,0.0152,-0.0186,-0.9356,0.0356,-0.0332,0.4821,0.0368,0.0124,0.4723,-0.0038,-0.0063,-0.0073,0.0289,0.008,-0.0073,0.008,-0.0041,0.0245,0.0006,0.0185,0.0035,0.0147,0.0033,0.0112,0.004,-0.001,0.0238,0.001,0.0047,-0.0,
52,5112,108,2,sitting,-0.0062,0.023,-0.0041,0.0106,-0.0075,-0.0125,-0.0037,0.038,0.0137,-0.005,0.0157,0.0003,0.0124,-0.0233,-0.0024,-0.0037,-0.0047,0.0107,0.0021,0.0026,0.0052,0.0013,-0.002,-0.0016,0.0054,0.0058,0.0027,0.0053,0.0063,0.0024,-0.0047,-0.0005,0.0102,-0.0016,0.0032,
53,5113,108,2,sitting,-0.0014,1.293,-0.0047,0.0225,-0.0163,0.0083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,5114,108,2,sitting,-0.0005,1.327,-0.0134,0.0392,-0.0197,-0.016,-0.0336,-1.0733,0.0585,-0.0426,0.4432,-0.0238,-0.036,0.396,-0.0035,0.005,-0.0074,-0.007,0.0138,0.0011,0.0051,0.0046,0.0102,0.0012,-0.008,-0.001,0.0147,0.0024,0.012,0.0035,-0.0002,0.006,0.0031,-0.0014,0.0057,0.0007
55,5115,108,2,sitting,1.0,-1.2106,1.2106,0.0061,-0.0049,0.7293,-0.0019,0.0303,-0.0136,-0.0027,0.0218,0.7739,-0.0441,-0.0127,-0.3452,-0.0598,-0.0181,1.4448,-0.0067,0.013,-0.0011,-0.008,0.0232,0.0007,0.0114,-0.0066,0.0,,,,,,,,,
56,5116,108,2,sitting,-0.007,0.4914,-0.0023,0.0253,-0.0102,0.0026,0.0122,0.3558,-0.028,-0.0121,-0.1887,-0.0571,0.0111,1.3034,-0.0208,-0.0103,-0.0132,0.004,0.0101,0.0013,0.0063,-0.0087,0.0116,0.0015,0.0045,-0.005,0.0135,0.0061,0.0008,0.0132,0.0037,0.0005,-0.0019,0.0043,-0.0,
57,5117,108,2,sitting,-0.0051,1.275,0.0013,0.0059,0.0063,0.0027,-0.0271,-0.833,0.0623,-0.0387,0.4341,0.0272,-0.0391,1.3316,-0.009,-0.0012,-0.0047,-0.0022,0.0208,0.0141,0.0111,-0.0004,-0.0054,0.0095,-0.0011,0.0088,-0.0026,0.0333,0.0056,0.0114,-0.0008,-0.0017,0.0298,0.0042,0.0,
58,5118,108,2,sitting,-0.0047,1.1497,-0.0079,0.0022,-0.0031,-0.0016,-0.0095,-0.7548,0.0343,-0.0285,0.3924,0.0239,-0.0438,1.1248,-0.006,0.0076,-0.0077,-0.0034,0.012,0.0049,-0.005,0.0156,0.003,0.01,0.0054,0.0107,0.0041,0.0163,0.0054,-0.0108,0.0105,0.0073,0.011,0.0004,-0.0,
59,5119,108,2,sitting,-0.0047,1.3054,-0.0018,0.026,-0.0064,-0.0107,-0.0072,-0.8524,0.0339,-0.0469,0.4446,0.0253,0.0,0.4379,-0.0014,-0.0036,0.0156,0.0017,0.002,0.0164,-0.0055,-0.0054,0.0022,-0.0053,0.0022,0.0008,0.0186,0.0068,0.0018,0.0,-0.0016,0.022,0.0031,0.0005,0.0071,0.0013
60,5120,108,2,sitting,-0.0079,0.8135,-0.0048,0.0195,-0.0186,-0.0054,-0.0352,-0.9362,0.0433,-0.0328,0.455,0.0488,-0.0488,1.1194,-0.0137,0.0185,-0.0258,0.013,0.019,0.007,-0.0039,-0.0069,0.0014,-0.0053,0.0055,-0.002,0.0058,0.0037,0.0204,0.0113,-0.005,0.007,0.0033,0.0104,0.0,-0.0005
61,5121,108,2,sitting,-0.0014,0.8436,-0.0013,0.0202,0.0055,-0.0086,0.0049,0.3102,-0.0295,-0.0013,-0.1624,-0.0471,0.004,1.2598,0.0028,0.0074,-0.0073,0.0166,0.0062,0.0053,0.0017,0.0023,0.0026,0.0047,-0.001,0.0015,0.0165,0.0024,0.0017,-0.0019,-0.0005,0.0231,-0.0006,0.0133,0.0,
62,5122,108,2,sitting,-0.0047,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,5123,108,2,sitting,-0.0049,1.2877,-0.0037,0.0168,-0.0075,0.0104,-0.0346,-0.7424,0.0483,-0.0366,0.3934,0.023,0.0175,1.2572,-0.0185,0.0112,-0.0085,0.0127,0.006,0.0128,-0.0006,0.0064,-0.0003,0.0027,0.0002,0.0002,-0.0175,0.0278,-0.0068,0.0153,-0.0051,0.0104,0.0042,0.003,-0.0,
64,5124,108,2,sitting,0.0065,0.0066,0.0057,0.0101,-0.002,0.0057,0.0022,-0.0004,0.0138,0.003,0.0121,0.0011,0.0044,0.002,0.0001,0.0123,-0.0015,-0.0031,0.0002,0.0045,0.004,-0.0008,0.0034,0.006,-0.001,0.0142,0.0037,0.0043,-0.0028,0.008,0.0028,0.0028,0.0004,0.0115,-0.0,
65,5125,108,2,sitting,-0.0048,1.2945,-0.01,0.0192,0.0021,0.0075,-0.0034,-0.924,0.044,-0.0445,0.5087,0.0375,0.0348,0.3836,-0.0079,-0.0063,0.0083,-0.0123,-0.0137,0.0008,0.0134,0.0211,-0.0092,0.0,0.0003,0.03,0.0013,0.0204,-0.0032,0.0034,-0.0065,0.0147,0.0015,0.0117,-0.0,
66,5126,108,2,sitting,-0.0092,1.1542,-0.0065,0.0105,-0.0045,-0.013,0.0094,-0.7644,0.0306,-0.0363,0.3896,0.0216,0.033,0.9207,-0.0172,-0.0028,0.0006,0.0039,0.0035,0.013,0.0067,0.0013,0.0074,-0.009,0.0126,0.0021,0.0167,0.0155,0.0084,0.002,0.0051,0.0107,0.0053,0.0066,-0.0,
67,5127,108,2,sitting,-0.0049,1.4786,-0.0135,0.0318,-0.0225,-0.0211,0.0255,-0.3676,0.0385,-0.0215,0.1557,-0.0544,-0.0344,1.1475,-0.021,0.0244,-0.0019,0.0045,-0.0088,0.0039,-0.0007,0.0161,0.0037,-0.0136,0.0285,0.0041,0.0072,0.0077,0.0052,0.0226,-0.0008,0.0103,0.0047,0.0026,0.0003,0.0021
68,5128,108,2,sitting,-0.0041,1.2744,-0.0044,0.0058,0.002,0.0117,-0.0032,-0.8676,0.0352,0.0037,0.4224,0.0241,0.014,0.4567,-0.0092,0.0159,-0.001,0.0013,0.0,-0.0025,0.0052,0.0044,0.0005,0.0031,-0.001,0.0104,0.0103,-0.003,0.0208,0.0043,-0.0018,0.0077,0.0007,-0.0032,0.0,
69,5129,108,2,sitting,-0.0047,1.224,-0.0006,0.0157,-0.0002,-0.0112,0.0002,-0.2676,0.0228,-0.0194,0.1547,-0.0107,-0.0094,0.2657,-0.0074,0.0023,-0.0034,-0.0032,0.0053,0.0046,-0.0028,0.0056,0.0021,0.001,0.001,-0.0043,0.0026,0.0028,-0.0011,-0.0006,-0.0035,0.0018,0.0003,0.0006,-0.0,
