window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35,value_36,value_37,value_38,value_39,value_40,value_41,value_42,value_43,value_44,value_45,value_46,value_47,value_48,value_49,value_50,value_51,value_52,value_53
5070,108,2,sitting,-0.00016050003,-0.012887256,0.00024285367,0.006338483,0.01617483,0.05238537,-0.00030874042,-0.012758618,4.397656e-05,6.3929074e-06,0.00028475164,0.00014221629,-8.399508e-06,-0.00040932355,-4.614532e-05,-0.00017118125,0.00032628316,0.00035892526,1.8694538e-05,-0.0023076597,0.00017060411,0.008203909,0.00014063278,1.3771909e-05,-0.00022008113,-0.013095509,0.00026155807,0.00016500843,-0.00046852595,-0.00026816,-0.0027420865,-0.00028557572,-0.00014853032,0.0007448507,0.00016336056,0.0002666789,3.0095796e-05,0.006831024,0.00010496081,0.00015023386,0.010213726,0.00078405143,6.913928e-06,-0.0028440307,7.3756805e-06,7.220145e-05,-0.00025597558,-3.768703e-05,0.00027683628,-0.00021511174,-0.00035002574,-0.0004940084,4.048983e-05,-0.00014584194
5071,108,2,sitting,-0.00013947673,-0.012878836,0.00023823635,0.0062966836,0.01621774,0.052327678,-0.00042945842,-0.012802297,-0.000279731,3.2246815e-05,0.0002031205,0.0001634456,2.2216378e-05,-0.00039077344,-9.4470815e-06,-0.00018921704,0.00035818334,0.00034483804,0.00010591174,-0.002084701,0.00021869928,0.008109515,0.00014152117,-1.3528591e-05,0.00023529118,-0.013079038,-0.00020369852,-0.00050794595,0.00012178806,0.000109710636,-0.0020014925,-0.0005496728,-0.00021247694,0.00053723686,0.0005142529,0.000251828,-2.8915958e-05,0.006848021,0.00010370129,0.000113529546,0.0102278115,0.00080082443,-0.00015408713,-0.0028530052,-0.0003941447,0.00017519061,-0.00039514058,0.00027650103,0.00029494404,-0.00013367546,-0.00018883533,-0.00050919846,7.113658e-05,-0.0001803121
5072,108,2,sitting,-9.52414e-05,-0.012823956,0.00026113953,0.0063437903,0.016193295,0.05231239,-9.250065e-05,-0.012791468,0.00028349026,0.0001642307,0.00020440671,0.00019785821,1.9277244e-05,-0.00039942825,1.6792734e-05,-0.000115025025,0.0003695378,0.00030277326,-1.217667e-05,-0.0020764454,0.0004374631,0.008198669,0.00011427308,-2.480048e-05,0.00012976878,-0.012935222,7.04865e-05,-0.00038480325,-0.000107514425,0.00013592167,-0.002155582,-0.00039236862,5.08519e-05,0.0007089268,0.00049999304,0.00018776143,-6.1370156e-05,0.0068515884,7.3512376e-05,0.0001246222,0.010244255,0.00083746243,2.7057853e-05,-0.0028935417,3.8015314e-05,1.1507423e-05,-0.0004628276,0.00014138028,0.00022543815,9.7813514e-05,-0.00041160133,-0.0005560646,7.258982e-05,-0.00017727655
5073,108,2,sitting,-0.00016010323,-0.012909588,0.000251712,0.0063802954,0.016192742,0.052378975,-0.00021680974,-0.012760688,-0.00037584803,-8.9865745e-05,0.00035512805,4.4137654e-05,2.7139882e-05,-0.00041279933,2.1935213e-05,-0.0001371084,0.00029913217,0.000328014,-0.00027068364,-0.0022144273,0.00029104424,0.008290644,0.00015419062,-3.1774027e-05,-7.1597783e-06,-0.012951763,-0.00031741775,-0.00077290885,0.00050752226,0.00010098853,-0.0021785342,-0.00039018763,-3.876517e-05,0.00076895516,0.00082517817,-9.989032e-05,1.0487577e-05,0.006841574,0.00011767974,0.000106004656,0.010293295,0.0008400243,0.00029272755,-0.0028905312,-0.00021761385,0.00031287686,-0.00040768116,5.4281307e-05,0.0002608989,-0.00010646923,-0.00025141088,-0.0005541352,4.807438e-05,-0.00013714071
5074,108,2,sitting,-0.00026590543,-0.0130174,0.00017369336,0.0063276184,0.016257185,0.052383084,-0.00012654638,-0.012858159,0.0001903395,-0.00015254288,-6.1528866e-05,-8.0302285e-05,0.00011564432,-0.00039853697,0.00024201942,-0.00018630644,0.0003706838,0.00039326874,-0.00039263204,-0.002338478,0.00034218826,0.008135873,8.2731385e-05,6.138797e-05,0.00018463195,-0.013422914,0.001831492,2.0739399e-06,-8.1546044e-05,-0.0006324885,-0.0023540522,-0.00039583613,-0.0001316984,-0.00035845864,0.00076707726,-0.0012125646,-1.9779442e-05,0.00684371,8.0025566e-05,0.00011504118,0.0102991285,0.0009074855,-1.1170812e-05,-0.0028607333,-0.00025647887,5.7547757e-05,-0.0003643836,5.6463225e-05,4.6179382e-05,-9.16518e-05,-0.00026688306,-0.00057601207,-2.3823693e-05,-0.00017728713
5075,108,2,sitting,-0.00014239496,-0.012998806,0.00016161677,0.00625802,0.01615786,0.05235512,-0.0002602466,-0.01291269,-4.3489294e-05,-0.00026763897,6.0280192e-05,0.00026552915,3.1191437e-05,-0.00020809779,-8.859383e-05,-0.00023346583,0.00040048693,0.0003219773,-0.00017630667,-0.0017434125,-2.77837e-05,0.008017992,0.000107760156,-0.000101642036,0.001321834,-0.013569742,-0.00074278977,-0.0020362993,-0.00013226019,0.00075206277,-0.002183771,-0.0004822387,-1.2318677e-05,0.00072793866,-0.0009416282,0.0002859865,-3.6085614e-05,0.0068602865,5.5992536e-05,0.00020718852,0.010299815,0.0008195193,0.00017716999,-0.0028919177,-0.00046166856,0.00014244013,-0.00041952476,9.262062e-05,0.0001378922,5.856213e-05,-0.000328159,-0.00053229183,9.099926e-05,-0.00025134048
5076,108,2,sitting,-0.00011969129,-0.0128948875,0.00018383686,0.0064018597,0.01620904,0.052300505,9.651374e-05,-0.012834008,0.000102043385,-4.009985e-05,0.0003580137,0.00010504013,8.967191e-06,-0.00039815175,4.9715378e-05,-0.00016175593,0.00035250225,0.0003376452,0.00010163313,-0.000791144,0.000113969,0.008144204,0.00016132943,2.3956145e-06,-0.00052393094,-0.013251958,-0.0006079568,-0.00037821382,0.0002450127,-7.8875935e-05,-0.001921721,-0.00047669432,-0.00013526279,0.000883151,0.00029974384,0.0002704204,4.319861e-05,0.0068508554,0.00017480967,0.00013082061,0.010294176,0.00084027165,-0.00026704787,-0.0028855514,-5.187509e-05,1.9010184e-05,-0.00053839723,8.690141e-06,0.00027051216,-3.794312e-05,-0.00035971662,-0.0005412636,6.618851e-05,-0.0001347622
5077,108,2,sitting,-2.7018872e-05,-0.012914709,0.0002982296,0.0062663127,0.016103258,0.052338038,-0.0003338172,-0.012783177,-0.00017879759,7.290519e-05,0.00027012939,5.410607e-06,-5.799941e-05,-0.00040224596,-0.00020772639,-0.00017030661,0.00031428479,0.0003711787,-0.00054978684,-0.00019535466,0.00071262114,0.008233904,1.588181e-05,-1.8958233e-05,-5.1070318e-05,-0.013168243,-0.00046441276,-0.0017613827,0.0007078172,-0.00042410186,-0.0019840582,-0.00050413306,0.00039854995,-0.0001152049,0.00076854316,-0.00023639516,-6.411363e-05,0.006856278,4.503247e-05,0.00016517613,0.010323541,0.00079225795,-7.947504e-05,-0.0028455234,-0.00021278113,4.9497743e-05,-0.00048787316,-0.000116926545,4.4367647e-05,-5.9164107e-05,-0.00022082808,-0.00048317487,3.312561e-05,-0.00015862557
5078,108,2,sitting,-0.00026501802,-0.012970475,0.00041564016,0.006432231,0.016214976,0.052293167,-0.0001208248,-0.012868045,0.0001251007,-0.00012408667,0.00021599482,9.833564e-05,-6.842896e-05,-0.00056463806,4.0886094e-05,-0.00020613582,0.0003351932,0.000304762,-0.0005158373,0.00040935903,-0.000909474,0.008234413,0.0001313548,4.717072e-05,-0.0007517992,-0.013264733,0.0008616592,-0.0021249978,6.474015e-06,0.0011175739,-0.002336522,1.0563231e-05,-0.0001751416,0.00030498087,-2.3593553e-05,0.00023903913,-8.532753e-05,0.006798649,0.00016803882,7.8423946e-05,0.010278932,0.0008345438,1.3601684e-05,-0.0027454577,2.736007e-05,9.721208e-05,-0.0007338891,-0.0003777873,0.00020278885,-3.5816392e-05,-0.0004452366,-0.00050745456,7.22754e-05,-0.00017417756
5079,108,2,sitting,-0.00017930673,-0.012982254,0.00022423555,0.0062343995,0.016143294,0.05222893,-0.0004837288,-0.01306109,-0.0005493903,8.8199115e-05,0.00029239844,0.00015500367,3.302363e-05,-0.00035697862,0.0001151559,-0.00016484578,0.00028903564,0.0003047404,-0.000109767396,-0.0010723476,-0.00014714267,0.00800618,5.768582e-05,-8.877389e-06,0.00088394387,-0.013806486,0.0009739526,0.00033182953,0.0006656703,8.4734005e-05,-0.002638378,-0.00020454144,-8.460913e-05,0.0011713441,-0.00015496963,-0.00018422556,-9.97667e-05,0.006754663,-2.2460144e-05,0.00012899519,0.010129228,0.0008396891,0.00019037243,-0.0027463029,-5.0574232e-05,-0.00034552914,2.2271095e-05,-0.00031709147,0.0002698788,-9.1184165e-06,-0.0002002502,-0.00059201446,7.46579e-06,-0.00016900687
5080,108,2,sitting,-0.00022125337,-0.0129855145,0.00022469877,0.0063737803,0.016147913,0.052096266,-0.0002346558,-0.013153956,0.00010189274,6.949413e-05,0.00033733327,5.553096e-05,0.00014454678,-0.00037300956,-4.2364984e-05,-0.00015650522,0.00026272968,0.0003664443,0.0003807336,-0.0028852827,-0.00021142261,0.007965254,0.00015326479,7.865369e-05,-8.0898455e-05,-0.014014802,-0.00058362924,-0.0015726679,0.00024155142,-0.0002017517,-0.0024263957,-0.0003915742,-0.00037060957,0.00042547967,0.00045800523,0.00037682787,9.225277e-05,0.006840851,4.9481867e-05,0.00013837093,0.010202597,0.000875055,0.00018158984,-0.0030629274,-0.00055180246,0.00071741646,-0.0004218962,0.00038755697,-3.5513578e-05,-0.00014179228,-0.00037398614,-0.000596596,0.00010669877,-0.00020736888
5081,108,2,sitting,-7.6420736e-05,-0.012945751,0.00020461257,0.00628962,0.016151847,0.052124176,-0.00014747649,-0.013136866,0.00014040974,5.663208e-06,0.00023175585,0.00014540266,-0.00015194455,-0.0003008829,6.9468195e-05,-0.00012079399,0.0003667005,0.000365929,0.00022433163,-0.0025960938,0.00059983635,0.00799715,0.00011542569,-2.6140906e-05,-0.00050664,-0.013866792,0.00024711163,-0.00015016577,0.00018441956,-0.00050437625,-0.0017311997,-0.0009358826,1.3306993e-05,0.00042648247,0.00047902513,0.00023946195,-5.7880065e-05,0.006924637,0.00012638312,0.00013913985,0.010326262,0.0008763221,-0.0001344743,-0.0031730623,-1.6253602e-05,6.31807e-05,-0.00040394076,0.00015815726,0.00013250603,-4.5852456e-05,-0.0003565884,-0.0004986654,6.911979e-05,-0.00013373706
5082,108,2,sitting,-9.170053e-05,-0.012901781,0.00030379434,0.006327647,0.016147066,0.052115176,-0.0002015359,-0.013121989,0.00016212765,-2.3747572e-05,0.0002047359,0.00015338109,9.8605415e-05,-0.0004152042,-4.9597675e-05,-0.00022185198,0.0002899118,0.000359722,-0.0004230458,-0.0021986729,0.00032553423,0.008138952,0.00014133105,5.5220993e-05,0.0002475911,-0.013278261,-0.0004277995,-0.0011124893,-0.0006339243,0.00066634634,-0.0019905528,-0.00021663946,0.0004132375,0.0008692702,0.00016607733,-0.00016512905,-0.00011773002,0.006922936,5.1069106e-05,0.00014811143,0.010319046,0.0008330683,0.00016131632,-0.0031856128,-0.0003472588,0.000111021065,-0.00058642816,0.00016554617,9.934131e-05,-0.00015808448,-0.00018373871,-0.0004996548,2.795665e-05,-0.00016400854
5083,108,2,sitting,-0.00013818724,-0.012857939,0.0002400158,0.006301237,0.01615443,0.052141037,3.6366524e-05,-0.0130443955,-0.00020895111,6.555645e-05,0.00020923365,0.00021092525,3.28248e-05,-0.0003825471,7.671193e-05,-0.00019531797,0.00035468146,0.00036775423,-3.364679e-05,-0.0020877833,7.737341e-05,0.008377062,0.00012849955,-8.429822e-05,-5.2937226e-05,-0.012611545,-1.9162047e-05,-1.1049421e-05,0.0004647009,8.266517e-05,-0.0022154306,-0.00031107606,-9.2979506e-05,0.00066094036,0.00029225516,0.00030220306,-2.574015e-06,0.0069188257,8.4104664e-05,0.00016525404,0.010352445,0.00082844327,-0.0003067205,-0.0032900358,-0.0003633823,0.00012150297,-0.0004174508,-0.00013590147,0.00031623125,0.00011849482,-0.00020886013,-0.0005276796,8.631928e-05,-0.00015209855
5084,108,2,sitting,-5.2046224e-05,-0.01287566,0.00026034983,0.006318785,0.016102443,0.052207723,-0.0001807999,-0.013044643,-3.995982e-06,-1.7089216e-05,0.000333164,0.0001495218,5.933207e-05,-0.00034607362,1.9452897e-05,-0.00017915608,0.0003289654,0.00034460702,-0.00011527504,-0.0021958193,0.00031118537,0.008339998,0.000100678975,-2.7291142e-05,-8.3665924e-05,-0.012626277,-0.00033450415,3.316294e-07,-0.00030357062,-1.4471073e-05,-0.0022735258,-0.00029019685,-8.792932e-05,0.00028568407,0.0006357295,-2.6790107e-05,-1.6693695e-05,0.006952921,4.2727595e-05,0.00014101842,0.010363204,0.00080392294,-0.00014916764,-0.0032718435,-0.00010835389,4.0958574e-05,-0.0002231646,0.00019910549,0.00043316177,7.3391886e-05,-0.00035756672,-0.0005145103,4.9452006e-05,-0.00016662778
5085,108,2,sitting,-0.00018271252,-0.012888033,0.00029016723,0.006355428,0.01618132,0.052177913,-0.00036436363,-0.013056952,-1.1433735e-05,-2.6499696e-05,0.00016893787,0.00013359162,-4.592663e-06,-0.00033577095,-3.6172987e-05,-0.00015861218,0.00031819672,0.00035150314,3.9615563e-05,-0.0022717423,0.00029129477,0.0082713915,0.00015030526,4.4743516e-05,0.00029948493,-0.012619563,0.00033418907,-0.0003121517,2.2339878e-05,-0.0001768526,-0.002057985,-0.00024330564,-0.0002713164,0.00083249796,0.00015930163,0.0001626538,-3.1911815e-05,0.006958391,0.00011967685,8.7881e-05,0.010369209,0.00081673823,-0.0001449032,-0.0032337299,-2.6489497e-05,0.00013490743,-0.0004684972,0.00015754631,3.9200313e-05,-0.0001504113,-0.0004107552,-0.0005082244,7.6445845e-05,-0.00015751847
5086,108,2,sitting,-4.710132e-05,-0.01282819,0.00022151123,0.006364346,0.01618983,0.052201357,-5.1587976e-05,-0.012966657,4.266393e-05,-0.000185288,0.00021469482,0.00010493203,3.2595e-05,-0.00044511553,6.8224836e-06,-0.00019585494,0.0003295868,0.0003957573,-0.00036018787,-0.0017565328,0.00018226115,0.008299598,-1.4938494e-05,-4.286441e-05,-0.00054514856,-0.0124483025,-0.00087654946,-0.0014317996,0.0012970017,0.00025952945,-0.002269714,-0.00053090276,-0.00022924863,0.00095502107,0.00039408065,-0.000102584665,4.4882283e-05,0.006916749,8.7308625e-05,0.0001722592,0.010341811,0.0008470993,6.6104854e-05,-0.0032017785,-0.00028814995,7.968651e-05,-0.00054055976,0.0001271412,3.3725319e-06,-4.9213202e-05,-0.0003603221,-0.00052396645,5.705698e-05,-0.00017017341
5087,108,2,sitting,-0.0001438827,-0.012857071,0.00034505723,0.0062597995,0.016144998,0.052169714,-0.0004133804,-0.013026845,-7.563615e-05,-8.19009e-05,9.389994e-05,0.00030474956,-5.307453e-05,-0.0003589854,3.0245059e-05,-0.00020463676,0.00035500262,0.0003229753,-0.00047542155,-0.0020064146,-0.00023958588,0.008348687,0.00019895098,-2.6037303e-06,-0.0003268258,-0.012532902,0.002009621,0.00021398651,-0.00040612463,-0.00016086939,-0.0022950452,-0.0003244702,3.8005393e-05,0.0010763988,-0.00021641434,-0.00022117674,-0.00011203067,0.0069041285,6.534277e-05,0.000121089884,0.010358514,0.0008534688,-8.174245e-05,-0.00317317,-8.864391e-06,0.00013249935,-0.00029110865,-0.00018121701,-1.8936595e-05,-0.00014313782,-0.00015309484,-0.00050893595,8.460598e-05,-0.00017133
5088,108,2,sitting,-0.00020196896,-0.012931809,0.00022741251,0.0062343394,0.01610622,0.05208808,-0.00011679504,-0.013139828,-3.3201777e-05,8.4998304e-05,0.00035696352,7.7547396e-05,-3.2635948e-05,-0.00036354814,-1.758016e-05,-0.00013568247,0.00032950658,0.00033519114,0.00034904506,-0.0021109409,-0.0001375554,0.00830399,7.611425e-05,8.269427e-05,0.0012836879,-0.012583853,-0.0007030904,-0.00024250537,-0.00043178772,-0.00039203098,-0.001975782,-0.00029725122,-0.00015057401,0.00044269167,0.00036190575,0.0005401083,6.847952e-05,0.0068885246,0.00010493735,0.0001814195,0.010374185,0.0008187336,6.543897e-05,-0.0031452444,-0.0003596224,0.00018180846,1.0302253e-05,0.00012379285,0.00010762329,5.5308425e-05,-0.00012223399,-0.00052349607,6.647598e-05,-0.00012798914
5089,108,2,sitting,-0.000108926855,-0.012885028,0.0002444954,0.0062658335,0.01614767,0.05207969,-0.00046431215,-0.013092334,-6.279812e-05,2.2856126e-05,0.00021058225,0.00014851234,-0.00011047619,-0.00037991747,-2.46005e-06,-0.00015403703,0.00031348562,0.00033681287,8.0669844e-05,-0.0019491231,9.572778e-05,0.008350864,0.00011405661,5.838685e-06,-6.842479e-06,-0.012307949,2.2526028e-05,-0.0003530763,-0.0005621417,-0.00010595823,-0.0024440587,-0.0003437978,-8.449023e-05,0.00065957295,0.00027882907,-0.00019384404,-2.8620318e-05,0.0069502015,0.000102983795,0.00015140751,0.0103431,0.0008167571,5.9258466e-05,-0.0032339836,-0.00022100516,0.00022946698,-0.00019997112,0.0002498432,-1.317075e-05,-0.00010699243,-0.00032085885,-0.0005399629,3.329364e-05,-0.00013928881
5090,108,2,sitting,-9.4369054e-05,-0.012839707,0.00025269153,0.006390867,0.016090745,0.052114222,-1.3392134e-05,-0.013102,6.67613e-05,-4.2273794e-05,0.00029614565,0.00012453004,2.3388735e-05,-0.00038951347,-2.5100682e-05,-0.00012885623,0.00029953377,0.00033726473,-3.0000752e-05,-0.0019019308,0.00043034012,0.008418612,0.00015508449,-6.2575646e-06,-3.1495052e-05,-0.012131591,0.00017137786,-3.7403177e-05,0.00025380583,0.00043684445,-0.0023380276,-0.00034406735,-0.00015974233,0.00050336175,0.00019270067,3.9488445e-05,-2.2295026e-05,0.0069491575,0.000103020044,0.00010736611,0.010354574,0.00081532315,-7.6628436e-05,-0.0033005066,-9.683139e-05,-6.4807515e-05,-0.00023375692,0.0002381672,0.000107622975,0.000101735845,-0.00013711928,-0.00055617234,2.5425823e-05,-0.00016789234
5091,108,2,sitting,-0.00013035831,-0.012822074,0.00024848222,0.006321368,0.016103746,0.052106623,-0.00010822824,-0.013118793,-3.749991e-05,-1.393263e-07,0.00020260681,0.00015021373,-7.627205e-05,-0.00040355203,-5.3763237e-05,-0.00018650314,0.00033609345,0.00035748957,8.312501e-06,-0.0014537277,1.0956809e-05,0.008389881,0.000112879956,-5.247838e-05,0.00035786824,-0.012217992,-0.00019538151,0.00034479937,-0.00016417193,0.00016683247,-0.0024368162,-0.00047035547,-0.00016366133,0.00060358184,0.0006090394,0.00028329765,-5.2678683e-05,0.006921696,0.00012800921,9.515269e-05,0.010383275,0.0008569215,-9.409292e-05,-0.0032245573,-0.00021912788,0.00036397195,-0.00022671763,0.000104801074,0.00022211135,-9.467553e-05,-0.0005055235,-0.0005060076,5.9388152e-05,-0.00021565368
