candidate_id,window_id,subject_id,activity_id,activity_name,value_0,value_1,value_2,value_3,value_4,value_5,value_6,value_7,value_8,value_9,value_10,value_11,value_12,value_13,value_14,value_15,value_16,value_17,value_18,value_19,value_20,value_21,value_22,value_23,value_24,value_25,value_26,value_27,value_28,value_29,value_30,value_31,value_32,value_33,value_34,value_35
14,5074,108,2,sitting,-0.0192,0.661,-0.0258,-0.0056,-0.0173,0.0082,-0.0072,-0.0034,0.5585,-0.0042,-0.0016,0.0023,-0.0004,0.9465,-0.0038,0.0807,0.0064,0.0056,0.0047,-0.004,-0.0077,-0.0086,0.0051,0.0321,0.0015,0.0076,0.0114,0.037,-0.0789,-0.0231,0.0421,-0.0016,0.0124,0.0065,-0.0446,-0.0116
15,5075,108,2,sitting,-0.0503,-0.2462,0.0607,0.0354,0.0598,0.0125,0.0115,0.0114,0.44,0.0043,0.0018,0.0134,0.0093,1.1726,-0.0107,0.0116,0.002,0.011,0.0032,0.0062,0.0033,0.0024,-0.0232,-0.0034,0.025,0.022,0.0105,-0.0063,-0.0083,-0.0143,0.0208,0.0027,0.0125,-0.0115,0.0075,-0.024
16,5076,108,2,sitting,0.0105,-0.0847,-0.0228,-0.024,-0.0171,-0.0383,0.0057,0.0111,-0.026,0.0187,0.0064,0.0032,0.0128,0.0142,0.0226,-0.0207,0.022,0.0092,0.0086,0.005,-0.0086,-0.001,-0.0224,-0.0321,-0.0252,-0.0277,-0.0038,-0.1127,-0.0296,-0.0165,0.034,-0.021,0.0078,0.0026,0.0341,-0.014
17,5077,108,2,sitting,0.0493,0.4039,0.011,-0.001,-0.002,-0.0033,-0.003,-0.0038,0.5147,-0.0016,-0.0047,0.0001,0.0027,0.8433,-0.0076,0.01,0.022,0.003,-0.0147,-0.0009,-0.0037,0.0054,0.0018,0.0346,0.0138,0.0036,0.0042,0.0261,-0.0271,0.0115,0.0177,0.0003,0.012,0.0054,-0.0163,-0.0041
18,5078,108,2,sitting,0.0115,-0.0134,0.004,0.0045,-0.0068,-0.0076,0.0003,0.0026,0.0168,0.0133,0.0175,0.0152,-0.0012,-0.2312,-0.0087,0.0324,0.013,0.0019,-0.0036,-0.0148,0.0251,0.0017,-0.0257,0.0223,-0.0151,0.0027,-0.0135,0.0041,-0.0121,0.0004,-0.0023,-0.0043,0.0025,0.0127,0.0043,-0.0
19,5079,108,2,sitting,0.0085,-0.0355,0.0021,0.0066,-0.0134,-0.0155,0.006,0.001,0.0705,-0.002,0.0175,0.0122,0.0127,-0.0336,-0.0007,-0.0217,-0.0102,0.0073,-0.0183,0.0058,-0.0064,-0.0012,0.0028,0.0278,0.0104,0.0087,0.0073,-0.0104,-0.0342,0.0145,-0.017,-0.0111,0.0008,0.0203,0.1422,0.007
20,5080,108,2,sitting,0.0107,0.0603,-0.0099,0.0124,-0.0109,0.0058,0.0017,-0.0003,0.1482,0.003,-0.0101,-0.0175,-0.0012,-0.1557,0.0336,0.0244,-0.0076,0.0268,0.0236,-0.0114,-0.0163,-0.0021,-0.0222,0.0072,0.0057,-0.0016,0.0074,0.0084,0.0184,0.0211,-0.0065,0.0086,0.0087,-0.0101,-0.0202,0.0134
21,5081,108,2,sitting,-0.0049,-0.2671,0.0183,0.0018,0.0104,0.0049,-0.0056,0.0008,0.4213,0.002,0.0011,-0.001,0.0137,1.4344,0.0166,-0.0653,0.0145,-0.0081,0.002,-0.003,-0.0044,0.0025,0.0174,0.0425,-0.0144,0.0166,0.0118,0.0223,-0.0472,-0.0264,-0.002,-0.0052,0.0051,0.0215,-0.0402,-0.0067
22,5082,108,2,sitting,-0.0218,0.021,0.0126,-0.0086,0.0084,0.0268,-0.0003,0.0033,-0.1679,0.0028,-0.0113,0.0056,-0.0223,-0.0005,-0.0181,-0.0127,-0.0236,0.007,-0.0077,0.0019,0.0062,0.0045,-0.0353,-0.011,-0.011,0.0283,-0.027,-0.0333,0.177,0.0282,0.0273,-0.0107,0.022,0.0088,0.0323,0.012
23,5083,108,2,sitting,0.0495,-1.4794,-0.0511,0.0223,0.0027,-0.0208,-0.0075,0.012,0.5421,0.0025,0.0041,0.0021,0.0118,1.0002,0.002,-0.0571,-0.0069,0.0071,-0.0039,-0.0142,0.0067,0.0165,-0.0272,-0.0126,-0.0183,-0.0007,0.0153,0.0385,-0.122,-0.0386,0.0506,0.008,-0.0007,-0.0258,0.0353,-0.0006
26,5086,108,2,sitting,-0.0479,0.6304,-0.0013,-0.0022,0.0257,0.0081,0.0068,0.0022,0.5018,0.0018,0.0008,0.0031,-0.0078,1.2073,0.0153,0.0676,0.0124,-0.0086,0.016,0.0078,0.0138,-0.0158,0.01,0.0052,0.0055,-0.0055,0.0075,-0.012,-0.1223,-0.0352,0.0306,0.001,-0.0003,0.0145,-0.0143,-0.011
27,5087,108,2,sitting,-0.0169,0.4913,-0.0125,0.0024,0.0248,0.0035,-0.0041,-0.0003,0.5345,-0.0024,-0.0024,0.0024,0.005,1.1782,-0.0154,0.0311,0.0223,0.0088,-0.0167,-0.008,0.0147,0.0113,-0.0065,0.0405,0.0016,0.0016,-0.0135,0.0152,-0.0889,0.0111,0.0287,0.0107,0.0003,0.014,-0.0225,-0.0203
28,5088,108,2,sitting,0.0119,-0.1388,-0.0268,-0.0014,-0.076,-0.0116,0.0135,0.0072,-0.0456,0.0127,-0.0004,-0.0063,0.0006,0.0457,-0.0243,-0.0224,-0.024,0.0124,0.0083,0.0138,-0.0001,-0.0144,0.0178,-0.1264,-0.0106,-0.0147,0.0052,0.0315,-0.0148,0.0202,-0.0384,-0.011,0.0083,-0.0207,0.0504,0.0
29,5089,108,2,sitting,-0.0241,0.0113,-0.011,0.0,0.0022,-0.002,-0.0049,0.0007,0.1047,-0.0002,0.0021,0.0007,0.0034,-0.0473,-0.0145,0.0146,0.0235,0.0065,-0.0218,0.0252,0.0077,0.017,-0.0222,-0.0264,-0.0217,0.0248,0.0085,0.0372,-0.0916,-0.0135,-0.0073,0.0068,-0.0113,0.0183,0.0142,0.012
30,5090,108,2,sitting,0.0126,-0.0667,0.0033,-0.0153,-0.0007,0.01,-0.0003,-0.004,-0.0213,0.0067,0.0065,0.0074,0.0205,-0.0688,0.0098,-0.0151,-0.0116,0.0128,-0.0122,0.0278,0.0044,-0.0033,0.003,-0.0356,0.0076,0.0186,-0.0144,-0.0286,-0.0158,0.0028,0.0153,-0.0101,0.0103,0.0134,0.0258,-0.016
34,5094,108,2,sitting,-0.0467,0.1049,-0.0323,-0.0385,0.0425,0.0182,-0.0039,0.0122,0.5759,0.0102,-0.0064,-0.0058,-0.0177,1.0746,0.0166,0.1426,0.0201,0.0046,-0.007,0.0112,-0.0268,0.0094,0.0675,-0.0045,0.0053,-0.0145,0.0142,0.0124,-0.0131,0.0071,0.0073,0.0025,-0.011,-0.0268,-0.0071,-0.0208
35,5095,108,2,sitting,-0.0204,-0.1057,-0.0252,-0.0027,-0.0654,0.0243,-0.0088,-0.0021,0.5743,-0.0009,0.0048,0.0017,0.0038,0.9566,0.0003,0.0024,-0.0187,-0.0178,-0.028,0.0116,0.0008,0.0136,0.0207,-0.0653,-0.0165,0.0068,0.0182,0.0151,-0.0433,-0.001,0.024,0.0014,0.0004,0.0035,-0.0517,-0.023
36,5096,108,2,sitting,0.0475,-0.5082,0.0205,-0.0365,0.0128,0.0087,-0.0046,0.0027,0.5008,-0.0017,-0.0016,0.0014,-0.0022,1.0457,-0.0138,0.0785,-0.0281,-0.0143,-0.0134,-0.0062,0.006,0.0086,-0.0035,0.0511,-0.0019,0.0005,0.0025,0.0148,-0.1526,-0.015,0.0083,0.0021,0.0142,0.0012,-0.0251,-0.005
37,5097,108,2,sitting,-0.0264,0.2176,0.0012,0.0028,-0.0031,-0.0105,-0.0116,0.0056,0.5769,-0.0051,-0.0026,-0.0015,0.0012,0.8838,-0.0018,-0.1646,-0.0068,0.0007,-0.0136,-0.0116,0.0112,-0.0011,-0.0263,0.0357,-0.0088,0.0003,0.0033,-0.0028,-0.0327,-0.0028,0.038,-0.0046,0.0016,0.003,-0.033,-0.002
38,5098,108,2,sitting,-0.04,-1.5451,-0.0076,0.0355,-0.007,-0.0167,-0.0151,0.0062,0.5157,-0.0021,-0.002,0.0027,-0.001,0.883,-0.0022,0.1031,0.01,0.0007,-0.006,-0.0035,0.0016,-0.0172,-0.0248,0.0075,0.0176,-0.0026,-0.0066,-0.0064,-0.0261,-0.0128,0.024,-0.0103,0.0145,0.0138,-0.0013,-0.0027
39,5099,108,2,sitting,-0.0454,1.2738,0.0224,0.0365,-0.0289,-0.0326,0.0112,-0.0051,0.3223,0.0076,0.0048,0.0041,-0.002,0.9331,-0.0067,-0.0406,0.0153,-0.0062,0.0185,0.0059,-0.0207,0.0134,-0.0376,-0.0215,0.0257,0.0102,0.0185,0.0312,-0.0117,-0.0451,-0.0102,0.0073,0.0057,-0.0006,-0.0255,-0.0137
40,5100,108,2,sitting,-0.0344,0.2377,-0.0369,-0.0224,0.0546,-0.0163,-0.004,-0.0053,0.5125,-0.0032,-0.0046,0.0104,-0.0082,0.9822,0.0142,-0.0222,0.0073,-0.0121,-0.0342,-0.02,-0.0382,0.0005,0.0178,0.0258,0.0038,-0.0151,0.0176,-0.0234,-0.0385,-0.025,-0.0475,0.0017,-0.0023,0.0166,0.0176,-0.0156
41,5101,108,2,sitting,0.0533,-0.1221,-0.0125,0.0061,0.0067,0.032,-0.01,-0.0102,0.4494,0.0038,-0.0034,-0.0006,0.0138,-0.072,0.0131,-0.0198,0.0144,0.0173,0.0059,-0.0117,0.0257,-0.0043,0.0263,0.0088,0.0089,-0.0046,-0.0147,-0.0278,0.0237,-0.0027,0.0183,0.0101,0.001,-0.0025,-0.0086,0.006
42,5102,108,2,sitting,-0.0494,0.193,-0.017,-0.0128,-0.0243,0.0028,-0.0066,-0.0005,0.5323,-0.0056,-0.0043,-0.0085,0.0121,1.4786,0.0053,-0.0045,-0.014,0.0045,-0.0018,-0.0064,0.0013,-0.0046,-0.01,0.0267,0.0181,0.0065,0.0115,0.0224,-0.0191,-0.0103,-0.0065,-0.0165,-0.007,0.0145,0.0174,0.016
43,5103,108,2,sitting,-0.0148,-0.3481,0.0116,-0.0034,-0.0681,-0.0058,-0.0176,-0.0005,-0.1542,0.0076,0.0016,-0.0088,0.0024,-0.1916,0.0187,0.0445,-0.0148,0.0163,0.0134,-0.0305,0.0113,-0.0188,0.0097,0.0142,0.0171,0.0201,-0.0014,-0.0053,-0.0381,0.004,0.0084,0.0151,-0.0015,0.0002,0.0249,-0.002
44,5104,108,2,sitting,-0.015,-0.1455,0.0171,0.0162,0.0206,0.0121,-0.012,0.0027,0.1839,0.0124,0.003,0.0134,0.0005,-0.0554,0.017,0.0166,0.0138,-0.0276,-0.0027,0.023,0.0111,-0.0016,0.0008,0.0143,0.0237,0.0153,0.0101,-0.0415,-0.0842,0.0099,0.0203,0.0076,0.0015,0.02,-0.0441,0.001
46,5106,108,2,sitting,0.0794,-0.1389,0.0127,-0.0337,-0.0328,0.0024,0.0087,0.0002,0.5011,0.0037,0.0002,-0.0034,0.0026,0.8218,0.0126,-0.0213,0.008,-0.0088,-0.0117,0.0275,0.0187,0.0101,-0.015,-0.0643,-0.0088,0.0011,-0.0176,-0.0605,-0.0346,-0.0376,0.0144,0.0032,0.0025,0.0187,-0.1045,0.001
47,5107,108,2,sitting,0.037,0.0312,0.0124,-0.0015,0.0506,-0.0238,-0.0034,-0.0019,-0.2346,0.0116,-0.0071,-0.0015,0.012,-0.3464,-0.0146,0.0046,0.0258,-0.0214,-0.002,-0.0065,0.0162,-0.0067,-0.0042,0.0125,0.0107,0.0152,-0.0187,-0.0124,-0.0557,0.0202,-0.018,-0.0073,-0.0132,0.018,0.0065,-0.008
48,5108,108,2,sitting,-0.0794,-0.0277,-0.0126,-0.0002,0.0543,-0.0246,-0.0021,-0.0016,0.2171,-0.0018,-0.0022,-0.0014,0.0041,0.8896,-0.002,0.132,0.026,0.0142,0.0246,-0.0048,-0.0313,0.004,0.0647,-0.0157,0.0162,0.0046,-0.0106,-0.0154,-0.0041,-0.0042,0.0126,0.0036,-0.0032,0.0086,-0.0231,-0.0027
49,5109,108,2,sitting,-0.0146,-0.5771,-0.0224,0.0383,0.013,-0.0285,-0.0068,0.0026,0.5657,0.0038,0.0012,-0.0022,0.0174,1.0885,-0.003,0.0374,-0.0164,0.0121,0.0217,0.0157,0.0264,-0.0224,0.0174,0.0081,-0.0063,0.007,0.0069,0.0144,-0.1605,0.0123,-0.0471,-0.0104,0.0161,-0.0028,-0.0039,-0.015
50,5110,108,2,sitting,-0.0097,-0.431,-0.01,0.0165,0.0141,0.006,-0.0025,0.0042,0.5075,-0.0012,-0.0055,-0.0004,-0.0141,1.0557,-0.0023,-0.0656,-0.0038,-0.0165,0.0062,-0.0052,-0.004,-0.0081,0.0068,-0.0006,-0.0001,-0.0074,0.0068,-0.0206,-0.0868,-0.0146,0.0074,-0.0057,0.0112,0.0087,0.0008,-0.0037
51,5111,108,2,sitting,-0.0021,-0.0082,-0.0069,-0.0064,-0.011,0.0033,-0.0048,-0.0018,-0.077,-0.002,-0.0031,0.0031,-0.0008,-0.018,0.003,-0.0105,-0.0056,0.0035,-0.0026,-0.026,-0.014,0.0003,0.0206,-0.004,0.0045,-0.0028,-0.0184,0.0133,-0.0131,0.0118,-0.0089,-0.0068,-0.0083,-0.0013,0.0035,-0.004
52,5112,108,2,sitting,-0.0494,-0.3275,0.0468,0.0087,0.0032,0.0111,-0.0171,0.0047,0.5439,-0.0055,0.0023,0.0105,0.007,1.1045,0.0052,-0.075,-0.0233,0.0121,0.0124,0.0128,-0.0364,0.0171,0.0068,0.0099,-0.0226,-0.0141,-0.0176,0.0146,-0.1411,0.0006,0.0312,-0.015,0.0029,0.013,0.0344,0.002
53,5113,108,2,sitting,-0.0147,0.0442,0.0127,-0.0206,-0.0331,0.0042,-0.0231,-0.0114,0.2147,-0.0029,-0.002,0.0042,0.0188,-0.1734,0.0264,-0.0547,-0.0083,-0.0247,-0.0284,0.0014,-0.0233,0.008,-0.0241,-0.0308,-0.0023,-0.0135,0.0166,-0.0103,0.036,-0.0218,0.006,0.0007,-0.006,-0.0241,0.0617,0.012
56,5116,108,2,sitting,0.0213,-0.0074,0.0024,-0.0044,0.0185,0.0167,0.0043,-0.0,-0.0124,-0.003,0.0024,-0.0009,0.0123,-0.0048,-0.0103,0.0288,0.0114,-0.0012,0.0162,-0.0156,0.0035,0.0001,0.0115,0.0048,0.0246,0.0017,0.0053,-0.0007,0.0431,0.0058,0.0084,0.0004,0.001,0.0154,-0.0032,0.0018
57,5117,108,2,sitting,-0.024,0.9996,0.008,-0.0045,-0.0455,0.008,-0.01,0.0066,0.3481,0.0073,-0.0022,-0.0026,-0.0084,0.9644,0.0,0.0037,-0.0025,-0.0024,0.0111,-0.0176,0.0101,0.0068,0.0268,0.0226,0.0202,0.0002,0.0157,-0.026,-0.0545,-0.0132,0.0158,0.0078,0.0131,0.0204,-0.0097,-0.0036
58,5118,108,2,sitting,0.003,0.036,0.0156,0.0052,-0.0201,0.0075,-0.0074,-0.0067,0.0208,-0.0062,0.0113,0.0137,0.0146,-0.1706,0.0377,0.0209,0.0015,0.0036,0.0115,0.0041,-0.013,-0.0135,0.0115,0.0331,0.0225,0.0043,0.0153,-0.0044,-0.0018,-0.0282,0.0046,0.0026,0.0113,0.0016,0.0157,-0.0163
60,5120,108,2,sitting,-0.0079,-1.4058,0.025,-0.0085,0.0047,0.0216,0.0051,0.0037,0.4936,0.0026,0.0015,0.0004,0.0118,0.9656,0.0004,-0.0003,0.0016,0.0046,0.0101,-0.0013,0.0004,-0.0165,-0.0212,-0.0228,-0.0155,0.0031,0.0034,0.0062,-0.0865,-0.0168,-0.0216,0.0063,0.0032,-0.0008,0.0107,-0.0004
61,5121,108,2,sitting,-0.0427,0.2957,-0.0144,-0.0077,0.0584,0.032,-0.0074,0.0018,0.5156,0.0017,-0.0055,-0.006,-0.0018,1.0201,-0.0023,-0.1385,0.012,0.0083,0.0111,-0.0105,-0.0128,0.0073,0.0107,-0.0631,-0.0231,0.0168,0.0079,0.0375,-0.0155,-0.0248,0.0092,0.015,0.0086,0.0051,0.0141,-0.0022
62,5122,108,2,sitting,-0.0537,0.0083,-0.008,-0.0184,-0.0308,-0.0185,0.0,-0.0016,0.2267,0.0182,-0.0245,0.0286,0.023,0.1267,0.0144,0.0089,0.0128,0.006,-0.009,-0.0032,0.0182,0.004,-0.0157,0.0417,-0.0173,-0.0033,0.0201,0.0155,0.0028,0.0059,-0.0183,-0.0082,0.0223,0.0154,-0.0332,0.0214
65,5125,108,2,sitting,0.0101,0.1034,0.0082,-0.0008,0.0157,0.0031,-0.0033,0.0026,0.4104,-0.0042,0.0075,-0.0033,-0.0151,-0.0756,-0.0186,-0.0093,-0.0056,-0.0141,-0.0113,-0.0061,-0.0107,0.0135,0.0187,0.0362,-0.0004,-0.0184,0.0003,0.0425,-0.0204,0.0277,0.0071,-0.0034,-0.0032,-0.0009,-0.0375,0.024
66,5126,108,2,sitting,0.0434,0.1146,0.0013,-0.0134,-0.0163,-0.0025,0.01,0.0034,-0.2581,-0.0086,-0.0071,0.0127,-0.007,-0.0521,-0.0122,-0.0058,-0.0083,-0.0038,0.0118,-0.0046,0.0201,-0.0082,-0.0147,-0.0238,-0.0111,-0.0087,0.0089,0.0282,0.0197,0.0143,0.0046,-0.001,0.0081,0.0061,-0.0235,-0.01
67,5127,108,2,sitting,0.0047,-1.3989,0.0076,-0.0071,-0.0126,0.0168,-0.0088,-0.0014,0.4553,-0.0023,0.0054,-0.0054,-0.0018,0.888,0.002,0.0224,-0.0143,0.0052,0.0146,-0.0042,-0.0103,-0.0178,-0.0225,-0.0231,-0.0178,0.0001,-0.0001,-0.0072,-0.0141,-0.0071,-0.0136,0.0003,0.0058,0.0002,-0.0385,-0.004
68,5128,108,2,sitting,0.014,0.1065,-0.0112,-0.0104,-0.0232,0.0233,-0.0201,-0.0012,0.0553,-0.0131,0.0035,-0.0172,0.0052,0.0056,-0.0203,-0.0104,-0.0342,-0.0066,-0.0022,0.0105,0.0125,0.0037,0.0358,0.0277,0.0003,0.0015,0.01,0.0007,-0.1142,-0.038,0.0104,0.0032,-0.0168,0.0454,-0.1682,-0.037
69,5129,108,2,sitting,-0.0102,0.1216,0.0113,0.0057,0.0318,0.0162,0.0115,0.0206,0.2579,-0.0165,0.0035,0.0152,-0.0067,-0.014,-0.0002,0.047,0.0135,-0.0054,-0.0043,0.0107,-0.0036,0.015,-0.0266,-0.0186,-0.0123,-0.0183,-0.0067,-0.0568,-0.1063,0.0383,-0.016,-0.0168,0.0083,0.0208,-0.1042,0.01
71,5131,108,2,sitting,0.0385,0.0031,-0.0248,0.0053,-0.0089,-0.0003,-0.0002,0.0018,-0.0359,-0.0066,-0.0014,-0.0087,0.0053,-0.1032,0.006,-0.0008,-0.0185,-0.0034,0.0132,-0.0017,-0.0238,-0.0317,0.0183,0.0123,0.0028,0.0054,0.0003,0.0054,0.0222,-0.0134,-0.0136,0.0014,-0.0055,-0.0184,0.0098,0.02
72,5132,108,2,sitting,-0.0303,-0.023,0.0027,-0.0077,0.0161,0.0075,-0.0025,0.0124,-0.133,0.0038,-0.0023,-0.0054,0.0067,-0.0215,-0.0247,-0.0363,-0.0255,-0.0083,0.0081,-0.0171,-0.0024,0.0183,0.0182,-0.0073,0.0222,0.0078,0.0155,0.0326,0.0413,0.0028,-0.0012,0.0218,-0.0082,0.0072,0.019,0.016
74,5134,108,2,sitting,0.0076,0.8475,0.0105,0.0028,-0.0107,0.0278,-0.0021,-0.0065,0.5131,-0.0067,-0.014,0.0085,-0.02,0.8918,-0.0002,0.0187,-0.002,-0.0174,0.0052,0.0044,-0.0215,-0.0148,-0.0116,-0.0162,-0.0215,0.0153,-0.0111,-0.006,-0.0353,-0.0356,0.0255,0.0014,-0.0086,-0.0344,0.0264,0.005
76,5136,108,2,sitting,0.0328,-0.0096,-0.0215,0.0114,-0.0227,0.0047,-0.0025,-0.0148,-0.1627,-0.0076,0.011,0.0015,-0.0104,-0.0672,0.017,0.0444,0.0017,0.0255,0.0052,0.0077,0.0236,0.0037,-0.0051,-0.0378,0.0335,0.0136,0.0036,0.0005,-0.0205,0.0265,0.0153,0.0101,-0.0073,0.006,0.0141,-0.0156
77,5137,108,2,sitting,0.0494,-0.053,-0.0322,0.0007,-0.0263,0.0064,-0.0152,-0.0027,0.4961,0.0008,0.0015,0.0111,0.0046,0.9481,-0.0113,0.0061,-0.028,-0.0286,0.0006,-0.0036,-0.0038,-0.0057,-0.0249,0.0079,0.0008,0.0033,0.0072,-0.0278,-0.042,-0.0314,0.0142,0.0006,0.0106,0.005,-0.0096,0.0215
78,5138,108,2,sitting,0.0449,0.0267,0.0062,-0.0004,-0.0161,0.0071,0.003,0.0007,0.2056,-0.0251,0.0157,0.0057,0.012,0.0531,-0.0241,0.0433,-0.0234,-0.0082,-0.0049,0.0267,0.0255,0.0262,0.0105,0.035,0.0136,0.0115,-0.0036,0.0048,-0.035,-0.0318,0.0033,-0.005,0.0003,0.0162,0.0287,0.0162
79,5139,108,2,sitting,-0.0214,0.414,0.0207,0.003,0.036,-0.0357,-0.0014,0.0021,0.5544,0.0001,0.003,-0.0007,0.0014,0.8775,-0.0044,-0.1242,-0.033,0.017,0.0015,-0.0015,0.0132,0.0106,-0.0155,0.0456,0.0225,0.0088,0.0021,0.0441,-0.0563,0.006,0.0244,0.0143,0.0117,0.0218,-0.0161,-0.0165
80,5140,108,2,sitting,-0.009,-0.7295,0.0176,0.0106,0.0417,-0.0003,-0.0031,0.0,0.5264,-0.0031,0.0064,0.0003,0.0113,0.8713,0.011,0.1674,0.0145,0.0141,0.0045,0.0164,0.0033,0.0087,0.0337,-0.0367,-0.0044,0.0011,0.0081,-0.0077,-0.1087,-0.0033,0.0025,0.0125,0.0047,-0.0008,0.0377,-0.0144
82,5142,108,2,sitting,-0.0297,0.5346,-0.0044,-0.0173,0.0305,-0.0007,-0.0072,-0.0043,0.5026,-0.0038,0.0021,0.0021,-0.0157,0.9839,-0.0077,0.0888,0.0101,-0.0067,-0.0173,0.0025,0.0057,-0.001,-0.008,0.023,0.016,0.0076,0.0009,0.0072,-0.1543,0.0175,-0.0116,-0.0148,-0.0064,0.0021,0.018,-0.005
83,5143,108,2,sitting,-0.0372,0.0981,-0.0104,0.0221,0.005,-0.0153,0.0019,0.0123,0.0471,-0.0024,0.0135,0.0109,0.0241,0.0457,-0.0025,-0.0213,0.0236,-0.0148,0.0168,0.0068,0.0171,-0.0271,-0.0118,-0.0157,0.0125,0.0077,-0.0123,-0.0113,-0.0554,0.0146,0.0068,0.0014,-0.0061,-0.0167,-0.0373,-0.024
85,5145,108,2,sitting,0.0144,-0.0338,-0.0245,0.0105,-0.0144,0.0086,-0.0145,-0.0034,0.3422,0.0055,0.015,0.0053,-0.0186,-0.1348,0.0338,0.034,-0.0039,-0.0082,0.0243,-0.0102,0.0251,-0.0045,0.0214,0.0585,-0.0164,0.007,0.0147,-0.0018,-0.0838,0.0162,-0.004,-0.006,0.012,0.0406,-0.0275,-0.016
